StationID,StateID,State,Region,City,StationName,StationType,TotalChargers,Status,InstallationDate
1285,16,Meghalaya,Northeast,Meghalaya City 8,EV Station 1285,Workplace,20,Inactive,2024-03-29
1286,20,Punjab,North,Punjab City 7,EV Station 1286,Fleet,13,Active,2025-05-28
1287,24,Telangana,South,Telangana City 6,EV Station 1287,Workplace,6,Active,2025-06-02
1288,14,Maharashtra,West,Maharashtra City 8,EV Station 1288,Workplace,19,Active,2025-08-17
1289,19,Odisha,East,Odisha City 2,EV Station 1289,Fleet,17,Active,2024-05-03
1290,1,Andhra Pradesh,South,Andhra City 1,EV Station 1290,Fleet,12,Active,2024-10-09
1291,12,Kerala,South,Kerala City 1,EV Station 1291,Public,6,Maintenance,2026-04-25
1292,5,Chhattisgarh,Central,Chhattisgarh City 6,EV Station 1292,Workplace,2,Active,2026-05-29
1293,9,Himachal Pradesh,North,Himachal City 3,EV Station 1293,Petrol_Pump,3,Active,2025-03-27
1294,1,Andhra Pradesh,South,Andhra City 5,EV Station 1294,Fleet,8,Active,2025-06-09
1295,23,Tamil Nadu,South,Tamil City 3,EV Station 1295,Petrol_Pump,19,Inactive,2024-12-26
1296,25,Tripura,Northeast,Tripura City 8,EV Station 1296,Highway,11,Active,2024-11-17
1297,6,Goa,West,Goa City 2,EV Station 1297,Petrol_Pump,10,Active,2024-03-22
1298,26,Uttar Pradesh,North,Uttar City 4,EV Station 1298,Public,18,Active,2024-07-22
1299,7,Gujarat,West,Gujarat City 3,EV Station 1299,Workplace,11,Active,2024-12-10
1300,3,Assam,Northeast,Assam City 8,EV Station 1300,Highway,11,Active,2024-01-22
1301,26,Uttar Pradesh,North,Uttar City 3,EV Station 1301,Workplace,16,Active,2024-01-20
1302,27,Uttarakhand,North,Uttarakhand City 1,EV Station 1302,Fleet,13,Active,2025-08-18
1303,3,Assam,Northeast,Assam City 7,EV Station 1303,Highway,3,Active,2026-04-14
1304,6,Goa,West,Goa City 7,EV Station 1304,Workplace,11,Maintenance,2025-04-25
1305,16,Meghalaya,Northeast,Meghalaya City 6,EV Station 1305,Public,5,Active,2025-02-16
1306,4,Bihar,East,Bihar City 1,EV Station 1306,Workplace,11,Active,2024-03-19
1307,27,Uttarakhand,North,Uttarakhand City 6,EV Station 1307,Workplace,17,Active,2026-06-09
1308,24,Telangana,South,Telangana City 6,EV Station 1308,Fleet,3,Maintenance,2024-10-10
1309,1,Andhra Pradesh,South,Andhra City 1,EV Station 1309,Petrol_Pump,5,Active,2026-03-27
1310,9,Himachal Pradesh,North,Himachal City 4,EV Station 1310,Workplace,2,Inactive,2025-02-23
1311,9,Himachal Pradesh,North,Himachal City 5,EV Station 1311,Highway,7,Active,2025-10-18
1312,10,Jharkhand,East,Jharkhand City 2,EV Station 1312,Workplace,19,Active,2026-01-25
1313,27,Uttarakhand,North,Uttarakhand City 5,EV Station 1313,Public,16,Active,2025-08-27
1314,27,Uttarakhand,North,Uttarakhand City 1,EV Station 1314,Workplace,20,Active,2026-05-09
1315,17,Mizoram,Northeast,Mizoram City 3,EV Station 1315,Public,10,Inactive,2024-07-30
1316,13,Madhya Pradesh,Central,Madhya City 8,EV Station 1316,Public,16,Active,2024-02-16
1317,1,Andhra Pradesh,South,Andhra City 1,EV Station 1317,Petrol_Pump,12,Active,2024-10-22
1318,11,Karnataka,South,Karnataka City 5,EV Station 1318,Highway,4,Inactive,2024-06-09
1319,11,Karnataka,South,Karnataka City 8,EV Station 1319,Highway,17,Active,2025-10-11
1320,18,Nagaland,Northeast,Nagaland City 6,EV Station 1320,Workplace,5,Active,2025-11-16
1321,3,Assam,Northeast,Assam City 2,EV Station 1321,Public,15,Active,2025-11-21
1322,14,Maharashtra,West,Maharashtra City 2,EV Station 1322,Public,10,Active,2025-09-10
1323,25,Tripura,Northeast,Tripura City 7,EV Station 1323,Public,2,Active,2025-07-02
1324,9,Himachal Pradesh,North,Himachal City 2,EV Station 1324,Workplace,3,Inactive,2024-12-28
1325,27,Uttarakhand,North,Uttarakhand City 4,EV Station 1325,Highway,9,Active,2025-09-17
1326,28,West Bengal,East,West City 3,EV Station 1326,Petrol_Pump,16,Active,2026-05-15
1327,22,Sikkim,Northeast,Sikkim City 8,EV Station 1327,Workplace,14,Active,2024-08-01
1328,7,Gujarat,West,Gujarat City 5,EV Station 1328,Workplace,5,Active,2026-04-02
1329,3,Assam,Northeast,Assam City 6,EV Station 1329,Highway,2,Active,2024-02-07
1330,21,Rajasthan,North,Rajasthan City 8,EV Station 1330,Petrol_Pump,6,Active,2025-12-14
1331,28,West Bengal,East,West City 5,EV Station 1331,Highway,8,Active,2025-09-12
1332,15,Manipur,Northeast,Manipur City 4,EV Station 1332,Workplace,4,Active,2024-03-09
1333,1,Andhra Pradesh,South,Andhra City 4,EV Station 1333,Fleet,11,Active,2025-10-26
1334,21,Rajasthan,North,Rajasthan City 5,EV Station 1334,Highway,14,Active,2026-03-24
1335,23,Tamil Nadu,South,Tamil City 8,EV Station 1335,Petrol_Pump,5,Inactive,2024-06-25
1336,10,Jharkhand,East,Jharkhand City 2,EV Station 1336,Public,18,Active,2026-04-08
1337,9,Himachal Pradesh,North,Himachal City 6,EV Station 1337,Workplace,14,Active,2024-02-08
1338,22,Sikkim,Northeast,Sikkim City 1,EV Station 1338,Petrol_Pump,11,Active,2025-04-09
1339,12,Kerala,South,Kerala City 7,EV Station 1339,Workplace,10,Active,2025-08-21
1340,13,Madhya Pradesh,Central,Madhya City 8,EV Station 1340,Fleet,16,Active,2024-02-14
1341,17,Mizoram,Northeast,Mizoram City 7,EV Station 1341,Petrol_Pump,3,Active,2025-10-07
1342,12,Kerala,South,Kerala City 2,EV Station 1342,Public,18,Inactive,2025-05-13
1343,14,Maharashtra,West,Maharashtra City 2,EV Station 1343,Highway,16,Active,2025-11-04
1344,9,Himachal Pradesh,North,Himachal City 2,EV Station 1344,Fleet,12,Active,2024-09-03
1345,15,Manipur,Northeast,Manipur City 6,EV Station 1345,Workplace,16,Active,2025-08-06
1346,11,Karnataka,South,Karnataka City 5,EV Station 1346,Public,16,Active,2025-04-25
1347,19,Odisha,East,Odisha City 3,EV Station 1347,Highway,9,Inactive,2025-03-24
1348,29,Delhi,North,Delhi City 2,EV Station 1348,Highway,20,Active,2026-06-15
1349,2,Arunachal Pradesh,Northeast,Arunachal City 5,EV Station 1349,Petrol_Pump,17,Active,2024-09-01
1350,29,Delhi,North,Delhi City 5,EV Station 1350,Highway,18,Active,2024-09-25
1351,5,Chhattisgarh,Central,Chhattisgarh City 2,EV Station 1351,Public,4,Active,2024-11-09
1352,17,Mizoram,Northeast,Mizoram City 7,EV Station 1352,Petrol_Pump,2,Active,2025-07-27
1353,17,Mizoram,Northeast,Mizoram City 3,EV Station 1353,Public,4,Active,2025-02-19
1354,26,Uttar Pradesh,North,Uttar City 4,EV Station 1354,Public,10,Active,2026-04-03
1355,1,Andhra Pradesh,South,Andhra City 5,EV Station 1355,Public,17,Maintenance,2025-05-13
1356,12,Kerala,South,Kerala City 3,EV Station 1356,Public,8,Active,2025-10-20
1357,2,Arunachal Pradesh,Northeast,Arunachal City 1,EV Station 1357,Petrol_Pump,16,Active,2024-05-18
1358,21,Rajasthan,North,Rajasthan City 6,EV Station 1358,Public,9,Active,2025-03-10
1359,16,Meghalaya,Northeast,Meghalaya City 2,EV Station 1359,Fleet,16,Maintenance,2026-05-21
1360,4,Bihar,East,Bihar City 7,EV Station 1360,Fleet,18,Active,2026-04-13
1361,13,Madhya Pradesh,Central,Madhya City 5,EV Station 1361,Fleet,11,Active,2026-04-30
1362,3,Assam,Northeast,Assam City 6,EV Station 1362,Workplace,5,Active,2026-04-22
1363,26,Uttar Pradesh,North,Uttar City 7,EV Station 1363,Workplace,12,Active,2024-03-02
1364,17,Mizoram,Northeast,Mizoram City 1,EV Station 1364,Fleet,3,Active,2025-12-19
1365,16,Meghalaya,Northeast,Meghalaya City 1,EV Station 1365,Fleet,9,Maintenance,2024-09-06
1366,26,Uttar Pradesh,North,Uttar City 5,EV Station 1366,Petrol_Pump,8,Inactive,2025-05-14
1367,17,Mizoram,Northeast,Mizoram City 3,EV Station 1367,Petrol_Pump,20,Active,2024-04-01
1368,9,Himachal Pradesh,North,Himachal City 7,EV Station 1368,Fleet,7,Inactive,2025-02-04
1369,16,Meghalaya,Northeast,Meghalaya City 7,EV Station 1369,Workplace,5,Inactive,2025-04-29
1370,21,Rajasthan,North,Rajasthan City 6,EV Station 1370,Highway,13,Inactive,2025-03-20
1371,13,Madhya Pradesh,Central,Madhya City 3,EV Station 1371,Workplace,9,Active,2025-08-28
1372,30,Jammu and Kashmir,North,Jammu City 4,EV Station 1372,Highway,13,Active,2025-12-30
1373,2,Arunachal Pradesh,Northeast,Arunachal City 2,EV Station 1373,Fleet,20,Inactive,2026-03-01
1374,18,Nagaland,Northeast,Nagaland City 6,EV Station 1374,Public,7,Maintenance,2024-08-26
1375,3,Assam,Northeast,Assam City 6,EV Station 1375,Workplace,2,Active,2025-01-12
1376,14,Maharashtra,West,Maharashtra City 5,EV Station 1376,Workplace,5,Active,2026-02-28
1377,10,Jharkhand,East,Jharkhand City 7,EV Station 1377,Petrol_Pump,16,Active,2025-04-24
1378,23,Tamil Nadu,South,Tamil City 7,EV Station 1378,Fleet,6,Active,2024-07-22
1379,1,Andhra Pradesh,South,Andhra City 4,EV Station 1379,Public,6,Active,2024-03-10
1380,29,Delhi,North,Delhi City 5,EV Station 1380,Workplace,16,Active,2026-04-07
1381,24,Telangana,South,Telangana City 6,EV Station 1381,Highway,17,Active,2024-08-04
1382,24,Telangana,South,Telangana City 6,EV Station 1382,Workplace,9,Active,2024-04-13
1383,13,Madhya Pradesh,Central,Madhya City 6,EV Station 1383,Highway,3,Active,2024-11-26
1384,1,Andhra Pradesh,South,Andhra City 6,EV Station 1384,Petrol_Pump,7,Active,2025-10-13
1385,11,Karnataka,South,Karnataka City 5,EV Station 1385,Workplace,11,Active,2024-12-30
1386,27,Uttarakhand,North,Uttarakhand City 3,EV Station 1386,Petrol_Pump,14,Active,2026-03-13
1387,20,Punjab,North,Punjab City 3,EV Station 1387,Workplace,20,Active,2025-05-22
1388,16,Meghalaya,Northeast,Meghalaya City 5,EV Station 1388,Workplace,7,Active,2024-04-23
1389,17,Mizoram,Northeast,Mizoram City 8,EV Station 1389,Fleet,16,Inactive,2024-12-20
1390,3,Assam,Northeast,Assam City 8,EV Station 1390,Petrol_Pump,11,Active,2025-06-20
1391,4,Bihar,East,Bihar City 5,EV Station 1391,Petrol_Pump,20,Active,2024-03-14
1392,29,Delhi,North,Delhi City 3,EV Station 1392,Public,17,Active,2026-05-04
1393,24,Telangana,South,Telangana City 3,EV Station 1393,Highway,6,Active,2025-07-16
1394,21,Rajasthan,North,Rajasthan City 4,EV Station 1394,Highway,5,Active,2024-04-22
1395,10,Jharkhand,East,Jharkhand City 4,EV Station 1395,Public,15,Active,2024-06-03
1396,23,Tamil Nadu,South,Tamil City 6,EV Station 1396,Highway,12,Active,2025-10-06
1397,23,Tamil Nadu,South,Tamil City 1,EV Station 1397,Workplace,10,Active,2025-04-02
1398,22,Sikkim,Northeast,Sikkim City 3,EV Station 1398,Public,8,Active,2024-07-11
1399,15,Manipur,Northeast,Manipur City 8,EV Station 1399,Fleet,19,Active,2024-04-02
1400,14,Maharashtra,West,Maharashtra City 6,EV Station 1400,Highway,19,Active,2025-01-09
1401,27,Uttarakhand,North,Uttarakhand City 3,EV Station 1401,Fleet,9,Active,2025-06-15
1402,30,Jammu and Kashmir,North,Jammu City 6,EV Station 1402,Workplace,14,Active,2026-03-15
1403,17,Mizoram,Northeast,Mizoram City 6,EV Station 1403,Highway,5,Active,2025-06-21
1404,11,Karnataka,South,Karnataka City 8,EV Station 1404,Fleet,9,Active,2025-10-21
1405,8,Haryana,North,Haryana City 5,EV Station 1405,Highway,18,Active,2025-09-19
1406,23,Tamil Nadu,South,Tamil City 8,EV Station 1406,Workplace,8,Active,2024-06-03
1407,21,Rajasthan,North,Rajasthan City 7,EV Station 1407,Public,4,Active,2024-07-30
1408,5,Chhattisgarh,Central,Chhattisgarh City 2,EV Station 1408,Public,16,Active,2026-04-04
1409,8,Haryana,North,Haryana City 7,EV Station 1409,Petrol_Pump,15,Active,2025-01-14
1410,7,Gujarat,West,Gujarat City 5,EV Station 1410,Fleet,18,Active,2024-03-04
1411,10,Jharkhand,East,Jharkhand City 6,EV Station 1411,Petrol_Pump,20,Active,2024-03-11
1412,12,Kerala,South,Kerala City 2,EV Station 1412,Highway,19,Active,2025-12-28
1413,10,Jharkhand,East,Jharkhand City 8,EV Station 1413,Fleet,16,Active,2024-03-24
1414,3,Assam,Northeast,Assam City 5,EV Station 1414,Public,9,Active,2024-10-22
1415,12,Kerala,South,Kerala City 8,EV Station 1415,Workplace,15,Active,2024-04-02
1416,30,Jammu and Kashmir,North,Jammu City 8,EV Station 1416,Fleet,11,Active,2025-06-23
1417,17,Mizoram,Northeast,Mizoram City 4,EV Station 1417,Petrol_Pump,14,Active,2024-04-10
1418,26,Uttar Pradesh,North,Uttar City 6,EV Station 1418,Fleet,19,Active,2025-01-17
1419,24,Telangana,South,Telangana City 7,EV Station 1419,Highway,12,Active,2024-07-10
1420,6,Goa,West,Goa City 2,EV Station 1420,Workplace,13,Active,2024-05-24
1421,1,Andhra Pradesh,South,Andhra City 7,EV Station 1421,Highway,11,Active,2024-07-02
1422,2,Arunachal Pradesh,Northeast,Arunachal City 1,EV Station 1422,Petrol_Pump,17,Active,2025-01-05
1423,12,Kerala,South,Kerala City 8,EV Station 1423,Public,16,Inactive,2024-09-27
1424,15,Manipur,Northeast,Manipur City 7,EV Station 1424,Petrol_Pump,18,Maintenance,2024-02-09
1425,20,Punjab,North,Punjab City 2,EV Station 1425,Workplace,19,Maintenance,2025-03-22
1426,12,Kerala,South,Kerala City 4,EV Station 1426,Workplace,8,Maintenance,2024-08-14
1427,16,Meghalaya,Northeast,Meghalaya City 2,EV Station 1427,Fleet,9,Active,2024-08-16
1428,6,Goa,West,Goa City 3,EV Station 1428,Petrol_Pump,15,Active,2024-05-11
1429,28,West Bengal,East,West City 7,EV Station 1429,Public,14,Active,2024-07-09
1430,6,Goa,West,Goa City 8,EV Station 1430,Fleet,4,Active,2024-08-24
1431,22,Sikkim,Northeast,Sikkim City 2,EV Station 1431,Petrol_Pump,7,Active,2024-09-03
1432,8,Haryana,North,Haryana City 6,EV Station 1432,Public,7,Active,2025-01-21
1433,27,Uttarakhand,North,Uttarakhand City 4,EV Station 1433,Public,6,Active,2024-12-10
1434,9,Himachal Pradesh,North,Himachal City 7,EV Station 1434,Petrol_Pump,8,Active,2025-01-22
1435,13,Madhya Pradesh,Central,Madhya City 5,EV Station 1435,Highway,19,Active,2024-10-02
1436,20,Punjab,North,Punjab City 5,EV Station 1436,Public,5,Active,2026-06-15
1437,15,Manipur,Northeast,Manipur City 5,EV Station 1437,Public,9,Active,2025-12-31
1438,13,Madhya Pradesh,Central,Madhya City 7,EV Station 1438,Workplace,16,Active,2024-08-16
1439,17,Mizoram,Northeast,Mizoram City 4,EV Station 1439,Public,17,Active,2024-01-02
1440,22,Sikkim,Northeast,Sikkim City 2,EV Station 1440,Public,8,Active,2026-01-02
1441,14,Maharashtra,West,Maharashtra City 6,EV Station 1441,Highway,14,Active,2025-08-28
1442,21,Rajasthan,North,Rajasthan City 8,EV Station 1442,Public,9,Active,2025-09-19
1443,15,Manipur,Northeast,Manipur City 1,EV Station 1443,Fleet,11,Active,2025-04-15
1444,20,Punjab,North,Punjab City 6,EV Station 1444,Public,10,Active,2025-01-01
1445,1,Andhra Pradesh,South,Andhra City 4,EV Station 1445,Workplace,12,Active,2025-12-20
1446,9,Himachal Pradesh,North,Himachal City 8,EV Station 1446,Fleet,2,Maintenance,2024-03-12
1447,27,Uttarakhand,North,Uttarakhand City 6,EV Station 1447,Fleet,2,Active,2024-02-11
1448,30,Jammu and Kashmir,North,Jammu City 3,EV Station 1448,Workplace,8,Active,2025-04-25
1449,26,Uttar Pradesh,North,Uttar City 5,EV Station 1449,Petrol_Pump,9,Active,2025-07-21
1450,6,Goa,West,Goa City 6,EV Station 1450,Highway,7,Active,2025-05-07
1451,19,Odisha,East,Odisha City 6,EV Station 1451,Public,18,Active,2025-01-05
1452,11,Karnataka,South,Karnataka City 8,EV Station 1452,Public,20,Active,2024-03-03
1453,8,Haryana,North,Haryana City 3,EV Station 1453,Fleet,18,Active,2024-05-26
1454,24,Telangana,South,Telangana City 6,EV Station 1454,Fleet,3,Active,2024-04-28
1455,5,Chhattisgarh,Central,Chhattisgarh City 3,EV Station 1455,Fleet,5,Active,2024-08-05
1456,17,Mizoram,Northeast,Mizoram City 3,EV Station 1456,Fleet,14,Active,2025-07-23
1457,17,Mizoram,Northeast,Mizoram City 1,EV Station 1457,Fleet,15,Active,2024-07-04
1458,28,West Bengal,East,West City 3,EV Station 1458,Workplace,2,Inactive,2024-07-28
1459,16,Meghalaya,Northeast,Meghalaya City 8,EV Station 1459,Public,13,Active,2025-04-16
1460,16,Meghalaya,Northeast,Meghalaya City 2,EV Station 1460,Fleet,7,Maintenance,2025-01-01
1461,16,Meghalaya,Northeast,Meghalaya City 8,EV Station 1461,Fleet,15,Maintenance,2025-05-25
1462,2,Arunachal Pradesh,Northeast,Arunachal City 3,EV Station 1462,Highway,11,Maintenance,2024-10-08
1463,20,Punjab,North,Punjab City 8,EV Station 1463,Highway,20,Active,2024-05-31
1464,5,Chhattisgarh,Central,Chhattisgarh City 3,EV Station 1464,Highway,17,Active,2024-09-27
1465,3,Assam,Northeast,Assam City 4,EV Station 1465,Public,13,Inactive,2025-11-17
1466,2,Arunachal Pradesh,Northeast,Arunachal City 7,EV Station 1466,Highway,13,Active,2024-05-11
1467,23,Tamil Nadu,South,Tamil City 8,EV Station 1467,Public,3,Active,2025-01-12
1468,21,Rajasthan,North,Rajasthan City 1,EV Station 1468,Fleet,18,Active,2025-12-26
1469,21,Rajasthan,North,Rajasthan City 6,EV Station 1469,Petrol_Pump,2,Active,2024-10-20
1470,29,Delhi,North,Delhi City 7,EV Station 1470,Highway,15,Active,2024-10-28
1471,25,Tripura,Northeast,Tripura City 5,EV Station 1471,Public,6,Active,2025-09-16
1472,11,Karnataka,South,Karnataka City 8,EV Station 1472,Fleet,16,Active,2024-03-31
1473,18,Nagaland,Northeast,Nagaland City 5,EV Station 1473,Fleet,4,Active,2026-05-21
1474,23,Tamil Nadu,South,Tamil City 8,EV Station 1474,Workplace,9,Active,2024-05-17
1475,25,Tripura,Northeast,Tripura City 4,EV Station 1475,Public,9,Active,2024-07-21
1476,29,Delhi,North,Delhi City 8,EV Station 1476,Petrol_Pump,14,Active,2024-11-06
1477,5,Chhattisgarh,Central,Chhattisgarh City 8,EV Station 1477,Workplace,14,Active,2026-05-10
1478,5,Chhattisgarh,Central,Chhattisgarh City 1,EV Station 1478,Workplace,17,Active,2025-03-24
1479,8,Haryana,North,Haryana City 4,EV Station 1479,Workplace,12,Active,2025-08-24
1480,13,Madhya Pradesh,Central,Madhya City 3,EV Station 1480,Petrol_Pump,10,Active,2026-01-04
1481,26,Uttar Pradesh,North,Uttar City 5,EV Station 1481,Highway,13,Active,2025-03-14
1482,22,Sikkim,Northeast,Sikkim City 8,EV Station 1482,Petrol_Pump,16,Active,2026-04-12
1483,25,Tripura,Northeast,Tripura City 7,EV Station 1483,Highway,11,Active,2024-11-30
1484,17,Mizoram,Northeast,Mizoram City 6,EV Station 1484,Workplace,14,Active,2025-12-02
1485,15,Manipur,Northeast,Manipur City 1,EV Station 1485,Public,14,Active,2024-06-14
1486,17,Mizoram,Northeast,Mizoram City 8,EV Station 1486,Petrol_Pump,7,Active,2024-12-31
1487,14,Maharashtra,West,Maharashtra City 7,EV Station 1487,Petrol_Pump,16,Active,2025-05-23
1488,27,Uttarakhand,North,Uttarakhand City 5,EV Station 1488,Public,4,Active,2025-12-09
1489,22,Sikkim,Northeast,Sikkim City 2,EV Station 1489,Public,3,Inactive,2026-03-25
1490,5,Chhattisgarh,Central,Chhattisgarh City 2,EV Station 1490,Fleet,7,Active,2025-07-24
1491,18,Nagaland,Northeast,Nagaland City 2,EV Station 1491,Fleet,18,Maintenance,2025-06-09
1492,14,Maharashtra,West,Maharashtra City 5,EV Station 1492,Fleet,16,Active,2025-07-28
1493,11,Karnataka,South,Karnataka City 7,EV Station 1493,Fleet,4,Active,2025-02-22
1494,19,Odisha,East,Odisha City 4,EV Station 1494,Fleet,4,Inactive,2025-03-07
1495,12,Kerala,South,Kerala City 8,EV Station 1495,Petrol_Pump,18,Active,2024-12-28
1496,18,Nagaland,Northeast,Nagaland City 1,EV Station 1496,Workplace,5,Active,2026-04-05
1497,14,Maharashtra,West,Maharashtra City 5,EV Station 1497,Fleet,9,Active,2025-03-04
1498,26,Uttar Pradesh,North,Uttar City 4,EV Station 1498,Petrol_Pump,3,Active,2026-01-27
1499,8,Haryana,North,Haryana City 8,EV Station 1499,Workplace,10,Active,2025-07-10
1500,2,Arunachal Pradesh,Northeast,Arunachal City 8,EV Station 1500,Fleet,20,Active,2024-05-04
1501,25,Tripura,Northeast,Tripura City 8,EV Station 1501,Workplace,11,Active,2025-10-19
1502,18,Nagaland,Northeast,Nagaland City 5,EV Station 1502,Petrol_Pump,8,Active,2024-06-19
1503,30,Jammu and Kashmir,North,Jammu City 5,EV Station 1503,Petrol_Pump,7,Active,2025-09-25
1504,29,Delhi,North,Delhi City 6,EV Station 1504,Fleet,5,Active,2024-01-06
1505,10,Jharkhand,East,Jharkhand City 2,EV Station 1505,Highway,10,Active,2024-07-20
1506,20,Punjab,North,Punjab City 6,EV Station 1506,Workplace,4,Inactive,2025-10-12
1507,11,Karnataka,South,Karnataka City 1,EV Station 1507,Fleet,5,Active,2026-03-19
1508,19,Odisha,East,Odisha City 5,EV Station 1508,Workplace,2,Active,2024-05-29
1509,16,Meghalaya,Northeast,Meghalaya City 7,EV Station 1509,Workplace,14,Inactive,2025-05-29
1510,9,Himachal Pradesh,North,Himachal City 4,EV Station 1510,Fleet,15,Active,2025-06-13
1511,17,Mizoram,Northeast,Mizoram City 3,EV Station 1511,Public,10,Active,2025-12-14
1512,19,Odisha,East,Odisha City 5,EV Station 1512,Petrol_Pump,16,Active,2024-09-12
1513,23,Tamil Nadu,South,Tamil City 6,EV Station 1513,Public,3,Active,2025-01-02
1514,15,Manipur,Northeast,Manipur City 1,EV Station 1514,Highway,15,Inactive,2025-05-08
1515,26,Uttar Pradesh,North,Uttar City 6,EV Station 1515,Public,15,Active,2024-04-25
1516,16,Meghalaya,Northeast,Meghalaya City 2,EV Station 1516,Highway,4,Active,2025-02-08
1517,22,Sikkim,Northeast,Sikkim City 5,EV Station 1517,Public,3,Maintenance,2026-03-20
1518,18,Nagaland,Northeast,Nagaland City 6,EV Station 1518,Workplace,12,Active,2026-01-24
1519,18,Nagaland,Northeast,Nagaland City 3,EV Station 1519,Petrol_Pump,17,Active,2024-12-29
1520,11,Karnataka,South,Karnataka City 7,EV Station 1520,Highway,13,Active,2026-01-27
1521,2,Arunachal Pradesh,Northeast,Arunachal City 2,EV Station 1521,Workplace,16,Active,2024-09-19
1522,15,Manipur,Northeast,Manipur City 7,EV Station 1522,Fleet,13,Active,2024-03-03
1523,29,Delhi,North,Delhi City 1,EV Station 1523,Fleet,9,Active,2024-03-30
1524,16,Meghalaya,Northeast,Meghalaya City 4,EV Station 1524,Fleet,16,Active,2025-10-24
1525,16,Meghalaya,Northeast,Meghalaya City 6,EV Station 1525,Highway,8,Active,2024-05-03
1526,29,Delhi,North,Delhi City 5,EV Station 1526,Petrol_Pump,4,Active,2025-03-06
1527,14,Maharashtra,West,Maharashtra City 4,EV Station 1527,Workplace,14,Inactive,2024-01-21
1528,5,Chhattisgarh,Central,Chhattisgarh City 3,EV Station 1528,Fleet,7,Active,2026-06-16
1529,22,Sikkim,Northeast,Sikkim City 8,EV Station 1529,Highway,6,Active,2026-05-17
1530,30,Jammu and Kashmir,North,Jammu City 5,EV Station 1530,Workplace,3,Active,2024-08-08
1531,4,Bihar,East,Bihar City 6,EV Station 1531,Fleet,16,Active,2026-04-20
1532,7,Gujarat,West,Gujarat City 3,EV Station 1532,Workplace,7,Active,2024-04-25
1533,15,Manipur,Northeast,Manipur City 7,EV Station 1533,Public,10,Active,2024-02-19
1534,18,Nagaland,Northeast,Nagaland City 5,EV Station 1534,Fleet,12,Active,2024-10-04
1535,26,Uttar Pradesh,North,Uttar City 4,EV Station 1535,Petrol_Pump,13,Active,2025-08-11
1536,10,Jharkhand,East,Jharkhand City 1,EV Station 1536,Highway,8,Active,2024-05-26
1537,10,Jharkhand,East,Jharkhand City 6,EV Station 1537,Workplace,20,Active,2024-10-14
1538,2,Arunachal Pradesh,Northeast,Arunachal City 3,EV Station 1538,Fleet,11,Active,2024-07-12
1539,28,West Bengal,East,West City 8,EV Station 1539,Public,17,Active,2024-09-01
1540,11,Karnataka,South,Karnataka City 8,EV Station 1540,Public,12,Active,2024-12-06
1541,4,Bihar,East,Bihar City 7,EV Station 1541,Highway,16,Active,2025-08-29
1542,17,Mizoram,Northeast,Mizoram City 1,EV Station 1542,Workplace,2,Active,2025-09-09
1543,7,Gujarat,West,Gujarat City 2,EV Station 1543,Highway,5,Active,2025-02-13
1544,11,Karnataka,South,Karnataka City 8,EV Station 1544,Highway,12,Active,2024-01-12
1545,3,Assam,Northeast,Assam City 2,EV Station 1545,Workplace,18,Active,2026-03-27
1546,16,Meghalaya,Northeast,Meghalaya City 2,EV Station 1546,Fleet,7,Maintenance,2024-04-05
1547,29,Delhi,North,Delhi City 2,EV Station 1547,Fleet,11,Active,2026-01-06
1548,13,Madhya Pradesh,Central,Madhya City 8,EV Station 1548,Public,11,Active,2024-09-02
1549,16,Meghalaya,Northeast,Meghalaya City 5,EV Station 1549,Public,19,Maintenance,2024-12-01
1550,2,Arunachal Pradesh,Northeast,Arunachal City 8,EV Station 1550,Highway,3,Active,2024-03-13
1551,12,Kerala,South,Kerala City 2,EV Station 1551,Public,11,Maintenance,2026-01-07
1552,16,Meghalaya,Northeast,Meghalaya City 4,EV Station 1552,Fleet,3,Active,2025-03-10
1553,28,West Bengal,East,West City 4,EV Station 1553,Workplace,3,Maintenance,2024-03-18
1554,2,Arunachal Pradesh,Northeast,Arunachal City 5,EV Station 1554,Fleet,6,Active,2024-05-04
1555,7,Gujarat,West,Gujarat City 8,EV Station 1555,Petrol_Pump,11,Active,2025-10-19
1556,24,Telangana,South,Telangana City 6,EV Station 1556,Highway,13,Active,2025-03-29
1557,4,Bihar,East,Bihar City 5,EV Station 1557,Fleet,15,Active,2025-03-15
1558,25,Tripura,Northeast,Tripura City 8,EV Station 1558,Public,14,Active,2024-05-27
1559,18,Nagaland,Northeast,Nagaland City 6,EV Station 1559,Workplace,14,Active,2025-03-27
1560,21,Rajasthan,North,Rajasthan City 8,EV Station 1560,Workplace,15,Active,2025-12-18
1561,6,Goa,West,Goa City 4,EV Station 1561,Public,14,Active,2024-05-21
1562,29,Delhi,North,Delhi City 7,EV Station 1562,Fleet,18,Maintenance,2024-11-05
1563,15,Manipur,Northeast,Manipur City 4,EV Station 1563,Highway,6,Active,2026-05-04
1564,8,Haryana,North,Haryana City 8,EV Station 1564,Workplace,15,Active,2024-09-01
1565,3,Assam,Northeast,Assam City 1,EV Station 1565,Fleet,20,Active,2024-07-08
1566,23,Tamil Nadu,South,Tamil City 8,EV Station 1566,Petrol_Pump,4,Active,2024-07-19
1567,29,Delhi,North,Delhi City 6,EV Station 1567,Public,3,Active,2025-05-22
1568,27,Uttarakhand,North,Uttarakhand City 1,EV Station 1568,Public,13,Active,2025-08-30
