SessionID,StationID,StateID,State,StartTime,EndTime,DurationMinutes,EnergyConsumedKWh,RatePerKWh,Amount,PaymentMethod,SessionStatus
10217,1220,28,West Bengal,2025-11-01 18:26:00,2025-11-01 20:32:00,126,33.01,21.24,701.13,UPI,Completed
10218,1189,26,Uttar Pradesh,2025-07-04 22:40:00,2025-07-05 00:47:00,127,6.04,15.6,94.22,Wallet,Completed
10219,1555,7,Gujarat,2026-03-18 02:21:00,2026-03-18 04:45:00,144,5.08,21.09,107.14,RFID,Cancelled
10220,1077,20,Punjab,2025-01-05 14:11:00,2025-01-05 16:43:00,152,46.92,18.14,851.13,RFID,Completed
10221,1378,23,Tamil Nadu,2025-12-07 08:12:00,2025-12-07 10:37:00,145,74.77,18.32,1369.79,UPI,Completed
10222,1183,30,Jammu and Kashmir,2026-07-13 19:00:00,2026-07-13 20:09:00,69,25.7,13.78,354.15,UPI,Completed
10223,1468,21,Rajasthan,2026-04-20 00:01:00,2026-04-20 01:07:00,66,78.66,23.88,1878.4,Card,Completed
10224,1518,18,Nagaland,2025-01-30 21:01:00,2025-01-30 23:32:00,151,93.47,15.29,1429.16,RFID,Completed
10225,1263,30,Jammu and Kashmir,2026-08-20 08:34:00,2026-08-20 08:55:00,21,57.96,18.68,1082.69,Wallet,Completed
10226,1271,30,Jammu and Kashmir,2025-09-06 05:50:00,2025-09-06 08:31:00,161,42.45,12.2,517.89,UPI,Completed
10227,1276,6,Goa,2026-07-20 23:57:00,2026-07-21 00:56:00,59,33.12,16.18,535.88,RFID,Cancelled
10228,1283,29,Delhi,2025-04-04 01:17:00,2025-04-04 03:13:00,116,42.46,15.19,644.97,UPI,Completed
10229,1484,17,Mizoram,2026-05-30 00:16:00,2026-05-30 02:31:00,135,59.62,17.87,1065.41,Wallet,Cancelled
10230,1148,27,Uttarakhand,2026-07-26 06:13:00,2026-07-26 06:55:00,42,51.07,15.84,808.95,UPI,Completed
10231,1222,20,Punjab,2025-08-21 09:58:00,2025-08-21 10:32:00,34,49.29,13.13,647.18,Wallet,Completed
10232,1018,23,Tamil Nadu,2026-06-28 19:43:00,2026-06-28 22:42:00,179,91.23,12.13,1106.62,Card,Completed
10233,1464,5,Chhattisgarh,2025-05-05 07:02:00,2025-05-05 08:17:00,75,6.37,22.33,142.24,Card,Completed
10234,1194,6,Goa,2025-11-05 05:33:00,2025-11-05 06:48:00,75,59.07,20.18,1192.03,Wallet,Completed
10235,1184,20,Punjab,2026-05-11 22:32:00,2026-05-12 00:50:00,138,46.43,12.47,578.98,RFID,Cancelled
10236,1084,6,Goa,2026-06-29 17:49:00,2026-06-29 20:47:00,178,54.81,12.38,678.55,Card,Completed
10237,1183,30,Jammu and Kashmir,2025-11-13 22:28:00,2025-11-14 01:08:00,160,61.24,21.36,1308.09,RFID,Completed
10238,1539,28,West Bengal,2025-01-30 05:43:00,2025-01-30 06:27:00,44,81.06,17.76,1439.63,Wallet,Completed
10239,1432,8,Haryana,2026-02-28 20:35:00,2026-02-28 22:06:00,91,53.49,15.09,807.16,Card,Completed
10240,1401,27,Uttarakhand,2025-02-22 18:16:00,2025-02-22 20:14:00,118,54.82,19.39,1062.96,RFID,Completed
10241,1560,21,Rajasthan,2025-01-29 06:45:00,2025-01-29 09:07:00,142,8.03,20.09,161.32,Wallet,Completed
10242,1576,22,Sikkim,2026-02-15 07:35:00,2026-02-15 08:19:00,44,51.7,13.68,707.26,UPI,Completed
10243,1094,23,Tamil Nadu,2025-01-16 10:22:00,2025-01-16 10:56:00,34,73.64,17.13,1261.45,RFID,Completed
10244,1039,11,Karnataka,2025-01-28 08:09:00,2025-01-28 10:16:00,127,27.54,22.69,624.88,Wallet,Completed
10245,1047,29,Delhi,2026-07-22 11:47:00,2026-07-22 13:10:00,83,20.35,13.63,277.37,Card,Completed
10246,1368,9,Himachal Pradesh,2025-01-01 01:04:00,2025-01-01 01:31:00,27,12.72,17.53,222.98,RFID,Completed
10247,1501,25,Tripura,2026-08-15 00:58:00,2026-08-15 01:36:00,38,27.04,20.6,557.02,Wallet,Completed
10248,1372,30,Jammu and Kashmir,2025-04-20 04:34:00,2025-04-20 06:39:00,125,43.47,23.54,1023.28,RFID,Completed
10249,1239,13,Madhya Pradesh,2026-02-13 20:39:00,2026-02-13 23:29:00,170,81.61,20.17,1646.07,Wallet,Completed
10250,1222,20,Punjab,2025-11-07 19:24:00,2025-11-07 20:45:00,81,75.57,19.47,1471.35,UPI,Completed
10251,1161,15,Manipur,2025-06-23 21:16:00,2025-06-23 23:29:00,133,31.24,15.4,481.1,UPI,Completed
10252,1002,11,Karnataka,2025-01-11 02:48:00,2025-01-11 05:00:00,132,76.14,14.32,1090.32,RFID,Completed
10253,1180,30,Jammu and Kashmir,2025-04-13 14:28:00,2025-04-13 15:59:00,91,82.45,17.69,1458.54,Card,Completed
10254,1065,5,Chhattisgarh,2025-08-14 14:48:00,2025-08-14 15:34:00,46,37.85,15.28,578.35,Wallet,Completed
10255,1262,23,Tamil Nadu,2026-05-13 16:56:00,2026-05-13 19:54:00,178,16.68,21.0,350.28,Wallet,Cancelled
10256,1498,26,Uttar Pradesh,2026-06-20 21:08:00,2026-06-20 21:51:00,43,8.64,16.83,145.41,RFID,Cancelled
10257,1386,27,Uttarakhand,2025-05-25 04:06:00,2025-05-25 05:21:00,75,85.51,14.21,1215.1,Wallet,Completed
10258,1356,12,Kerala,2025-05-21 10:52:00,2025-05-21 12:22:00,90,51.3,20.56,1054.73,Wallet,Completed
10259,1148,27,Uttarakhand,2025-03-12 13:31:00,2025-03-12 15:31:00,120,40.82,15.72,641.69,Card,Failed
10260,1442,21,Rajasthan,2025-01-30 14:28:00,2025-01-30 16:32:00,124,88.0,17.76,1562.88,RFID,Completed
10261,1405,8,Haryana,2025-11-29 10:40:00,2025-11-29 12:31:00,111,57.65,23.96,1381.29,Wallet,Completed
10262,1026,16,Meghalaya,2025-08-05 03:31:00,2025-08-05 06:23:00,172,14.81,13.3,196.97,UPI,Completed
10263,1023,23,Tamil Nadu,2026-08-06 22:11:00,2026-08-07 01:08:00,177,65.1,12.71,827.42,Wallet,Completed
10264,1267,18,Nagaland,2026-07-21 23:40:00,2026-07-22 00:11:00,31,36.86,21.85,805.39,Wallet,Completed
10265,1401,27,Uttarakhand,2026-07-03 23:55:00,2026-07-04 02:44:00,169,27.59,20.86,575.53,Wallet,Completed
10266,1511,17,Mizoram,2025-03-02 09:38:00,2025-03-02 10:27:00,49,94.81,15.1,1431.63,Card,Cancelled
10267,1338,22,Sikkim,2026-04-07 17:22:00,2026-04-07 19:16:00,114,86.74,15.71,1362.69,RFID,Completed
10268,1009,3,Assam,2025-11-05 06:08:00,2025-11-05 07:15:00,67,9.82,20.51,201.41,Wallet,Completed
10269,1108,17,Mizoram,2025-02-13 13:08:00,2025-02-13 14:00:00,52,22.17,18.63,413.03,UPI,Completed
10270,1358,21,Rajasthan,2025-03-05 08:57:00,2025-03-05 10:59:00,122,10.37,21.75,225.55,UPI,Completed
10271,1146,16,Meghalaya,2026-03-22 11:41:00,2026-03-22 13:00:00,79,57.2,13.07,747.6,Card,Completed
10272,1111,9,Himachal Pradesh,2025-09-14 13:12:00,2025-09-14 14:21:00,69,94.84,21.37,2026.73,Wallet,Completed
10273,1314,27,Uttarakhand,2025-01-23 23:04:00,2025-01-24 00:57:00,113,45.99,21.95,1009.48,UPI,Completed
10274,1016,26,Uttar Pradesh,2025-06-14 12:07:00,2025-06-14 13:44:00,97,88.47,18.25,1614.58,Card,Completed
10275,1193,18,Nagaland,2025-03-03 21:42:00,2025-03-04 00:04:00,142,73.86,17.64,1302.89,UPI,Completed
10276,1102,13,Madhya Pradesh,2026-05-28 14:45:00,2026-05-28 15:30:00,45,74.25,13.88,1030.59,Wallet,Completed
10277,1291,12,Kerala,2025-03-30 12:23:00,2025-03-30 15:23:00,180,5.19,16.56,85.95,UPI,Completed
10278,1294,1,Andhra Pradesh,2025-12-12 07:55:00,2025-12-12 10:43:00,168,37.85,22.85,864.87,UPI,Completed
10279,1559,18,Nagaland,2026-07-12 13:54:00,2026-07-12 14:27:00,33,9.77,14.92,145.77,Wallet,Completed
10280,1522,15,Manipur,2025-07-21 03:27:00,2025-07-21 04:07:00,40,6.73,21.9,147.39,UPI,Completed
10281,1213,26,Uttar Pradesh,2026-04-22 22:19:00,2026-04-22 22:43:00,24,49.74,21.71,1079.86,UPI,Completed
10282,1492,14,Maharashtra,2026-06-24 17:23:00,2026-06-24 18:56:00,93,34.97,16.8,587.5,RFID,Completed
10283,1224,25,Tripura,2026-06-05 21:11:00,2026-06-05 22:08:00,57,30.08,13.91,418.41,Wallet,Completed
10284,1351,5,Chhattisgarh,2026-05-19 06:09:00,2026-05-19 06:51:00,42,56.11,12.5,701.38,RFID,Cancelled
10285,1175,13,Madhya Pradesh,2026-04-10 08:06:00,2026-04-10 08:45:00,39,90.53,12.87,1165.12,RFID,Completed
10286,1036,12,Kerala,2026-01-21 19:24:00,2026-01-21 21:53:00,149,39.45,13.89,547.96,RFID,Completed
10287,1359,16,Meghalaya,2025-04-15 11:14:00,2025-04-15 13:07:00,113,23.47,15.51,364.02,UPI,Completed
10288,1043,18,Nagaland,2025-07-01 18:25:00,2025-07-01 18:48:00,23,80.4,13.83,1111.93,UPI,Cancelled
10289,1162,19,Odisha,2025-06-11 13:41:00,2025-06-11 16:22:00,161,71.01,16.66,1183.03,Card,Completed
10290,1230,6,Goa,2026-03-15 19:06:00,2026-03-15 21:01:00,115,35.93,13.85,497.63,Card,Completed
10291,1473,18,Nagaland,2025-08-27 15:51:00,2025-08-27 16:35:00,44,5.09,19.2,97.73,Wallet,Completed
10292,1345,15,Manipur,2025-10-31 19:53:00,2025-10-31 21:26:00,93,46.32,15.02,695.73,UPI,Completed
10293,1191,5,Chhattisgarh,2026-06-06 22:04:00,2026-06-07 00:45:00,161,6.84,12.2,83.45,RFID,Completed
10294,1259,4,Bihar,2025-01-12 08:55:00,2025-01-12 11:05:00,130,21.12,13.24,279.63,Wallet,Completed
10295,1562,29,Delhi,2025-10-27 17:33:00,2025-10-27 18:38:00,65,77.53,13.59,1053.63,Wallet,Completed
10296,1507,11,Karnataka,2026-07-21 23:53:00,2026-07-22 01:33:00,100,34.41,17.98,618.69,RFID,Completed
10297,1147,17,Mizoram,2026-06-27 04:48:00,2026-06-27 05:14:00,26,74.25,14.94,1109.3,Card,Completed
10298,1186,4,Bihar,2025-10-28 13:29:00,2025-10-28 14:30:00,61,53.02,13.69,725.84,Wallet,Completed
10299,1369,16,Meghalaya,2025-12-24 11:31:00,2025-12-24 14:14:00,163,17.4,19.35,336.69,Wallet,Failed
10300,1256,26,Uttar Pradesh,2025-11-06 18:09:00,2025-11-06 20:58:00,169,31.82,12.42,395.2,UPI,Completed
10301,1569,11,Karnataka,2025-09-12 04:56:00,2025-09-12 07:46:00,170,10.59,21.2,224.51,UPI,Cancelled
10302,1567,29,Delhi,2026-04-16 15:48:00,2026-04-16 17:10:00,82,29.62,13.46,398.69,Card,Completed
10303,1575,11,Karnataka,2025-11-20 14:32:00,2025-11-20 16:10:00,98,63.23,17.93,1133.71,RFID,Cancelled
10304,1236,18,Nagaland,2025-05-30 23:23:00,2025-05-31 00:08:00,45,89.71,19.19,1721.53,Wallet,Completed
10305,1196,23,Tamil Nadu,2026-03-01 16:10:00,2026-03-01 17:54:00,104,42.15,21.17,892.32,Wallet,Completed
10306,1030,27,Uttarakhand,2025-03-05 19:00:00,2025-03-05 19:57:00,57,72.36,21.11,1527.52,Wallet,Completed
10307,1180,30,Jammu and Kashmir,2026-02-15 03:40:00,2026-02-15 05:51:00,131,76.61,16.03,1228.06,UPI,Completed
10308,1146,16,Meghalaya,2026-04-05 16:24:00,2026-04-05 18:42:00,138,48.11,13.25,637.46,Wallet,Completed
10309,1468,21,Rajasthan,2025-09-13 01:44:00,2025-09-13 04:12:00,148,33.86,19.91,674.15,UPI,Completed
10310,1339,12,Kerala,2025-11-05 06:04:00,2025-11-05 07:18:00,74,44.19,16.82,743.28,Card,Completed
10311,1219,4,Bihar,2025-10-15 14:50:00,2025-10-15 16:49:00,119,50.89,13.26,674.8,Card,Completed
10312,1223,17,Mizoram,2025-11-13 07:59:00,2025-11-13 10:46:00,167,5.79,14.28,82.68,Wallet,Completed
10313,1429,28,West Bengal,2026-04-13 22:32:00,2026-04-14 01:08:00,156,52.23,18.53,967.82,UPI,Completed
10314,1544,11,Karnataka,2026-01-06 19:13:00,2026-01-06 21:54:00,161,46.39,14.3,663.38,RFID,Completed
10315,1312,10,Jharkhand,2025-09-10 07:09:00,2025-09-10 08:11:00,62,92.88,22.82,2119.52,RFID,Completed
10316,1084,6,Goa,2026-02-06 10:38:00,2026-02-06 13:38:00,180,39.1,22.73,888.74,Card,Completed
10317,1052,24,Telangana,2025-11-22 21:24:00,2025-11-22 22:27:00,63,11.75,22.75,267.31,RFID,Completed
10318,1478,5,Chhattisgarh,2026-04-14 02:13:00,2026-04-14 03:40:00,87,61.33,16.91,1037.09,UPI,Cancelled
10319,1013,21,Rajasthan,2025-01-18 13:41:00,2025-01-18 14:30:00,49,59.86,13.09,783.57,RFID,Completed
10320,1490,5,Chhattisgarh,2026-01-28 21:05:00,2026-01-28 23:41:00,156,64.52,22.94,1480.09,Wallet,Completed
10321,1043,18,Nagaland,2025-07-14 18:04:00,2025-07-14 19:58:00,114,83.41,20.98,1749.94,RFID,Completed
10322,1413,10,Jharkhand,2026-05-14 21:18:00,2026-05-14 21:56:00,38,17.61,16.18,284.93,Wallet,Completed
10323,1185,14,Maharashtra,2025-12-28 17:59:00,2025-12-28 18:46:00,47,83.69,13.61,1139.02,UPI,Completed
10324,1196,23,Tamil Nadu,2026-03-16 12:29:00,2026-03-16 14:18:00,109,60.33,22.83,1377.33,Wallet,Completed
10325,1506,20,Punjab,2026-03-16 07:12:00,2026-03-16 08:57:00,105,52.27,14.5,757.92,Card,Completed
10326,1174,6,Goa,2025-11-05 22:06:00,2025-11-06 00:06:00,120,32.39,20.19,653.95,RFID,Cancelled
10327,1105,12,Kerala,2025-08-24 11:52:00,2025-08-24 12:58:00,66,20.11,17.03,342.47,UPI,Completed
10328,1441,14,Maharashtra,2025-05-27 14:07:00,2025-05-27 16:28:00,141,24.3,12.89,313.23,UPI,Completed
10329,1167,10,Jharkhand,2025-05-14 10:02:00,2025-05-14 11:35:00,93,81.0,18.83,1525.23,UPI,Completed
10330,1234,16,Meghalaya,2025-07-26 22:49:00,2025-07-27 01:13:00,144,55.83,17.65,985.4,Card,Completed
10331,1245,9,Himachal Pradesh,2025-03-12 04:29:00,2025-03-12 04:50:00,21,69.09,17.07,1179.37,Wallet,Failed
10332,1248,27,Uttarakhand,2026-06-12 17:25:00,2026-06-12 17:53:00,28,42.21,17.54,740.36,UPI,Completed
10333,1081,21,Rajasthan,2025-11-29 12:03:00,2025-11-29 13:05:00,62,72.37,17.25,1248.38,Wallet,Completed
10334,1300,3,Assam,2025-03-28 23:03:00,2025-03-29 01:37:00,154,58.8,12.18,716.18,UPI,Completed
10335,1342,12,Kerala,2025-08-07 02:56:00,2025-08-07 05:07:00,131,31.81,17.47,555.72,UPI,Completed
10336,1256,26,Uttar Pradesh,2026-08-03 10:03:00,2026-08-03 11:22:00,79,11.15,23.46,261.58,Card,Completed
10337,1245,9,Himachal Pradesh,2026-03-15 13:40:00,2026-03-15 14:55:00,75,92.11,17.73,1633.11,RFID,Cancelled
10338,1516,16,Meghalaya,2025-05-06 11:37:00,2025-05-06 12:32:00,55,44.88,13.99,627.87,Wallet,Completed
10339,1366,26,Uttar Pradesh,2025-06-01 23:30:00,2025-06-02 01:20:00,110,72.48,13.64,988.63,UPI,Failed
10340,1568,27,Uttarakhand,2025-11-26 10:21:00,2025-11-26 11:05:00,44,22.59,12.13,274.02,RFID,Completed
10341,1193,18,Nagaland,2026-03-06 22:33:00,2026-03-06 23:12:00,39,84.9,20.33,1726.02,Card,Completed
10342,1193,18,Nagaland,2025-04-28 18:38:00,2025-04-28 19:30:00,52,62.06,16.37,1015.92,UPI,Completed
10343,1407,21,Rajasthan,2026-04-27 23:38:00,2026-04-28 01:51:00,133,37.78,14.52,548.57,RFID,Completed
10344,1564,8,Haryana,2026-02-24 13:06:00,2026-02-24 13:42:00,36,22.57,13.98,315.53,RFID,Completed
10345,1312,10,Jharkhand,2026-01-24 18:36:00,2026-01-24 20:39:00,123,57.16,22.53,1287.81,Wallet,Cancelled
10346,1149,13,Madhya Pradesh,2025-02-24 13:51:00,2025-02-24 14:52:00,61,59.56,18.69,1113.18,UPI,Completed
10347,1437,15,Manipur,2025-11-19 18:04:00,2025-11-19 18:42:00,38,35.52,20.52,728.87,RFID,Completed
10348,1104,6,Goa,2025-01-12 12:15:00,2025-01-12 15:01:00,166,28.45,19.75,561.89,UPI,Cancelled
10349,1154,8,Haryana,2026-06-25 20:10:00,2026-06-25 22:27:00,137,74.43,12.03,895.39,Wallet,Completed
10350,1143,10,Jharkhand,2026-02-17 15:11:00,2026-02-17 15:50:00,39,76.47,14.43,1103.46,Wallet,Completed
10351,1064,18,Nagaland,2025-07-17 23:24:00,2025-07-18 01:54:00,150,33.58,16.33,548.36,Card,Failed
10352,1506,20,Punjab,2025-03-02 22:05:00,2025-03-02 23:37:00,92,5.79,20.59,119.22,Card,Cancelled
10353,1573,27,Uttarakhand,2026-03-15 10:39:00,2026-03-15 12:07:00,88,68.65,20.06,1377.12,Card,Completed
10354,1122,9,Himachal Pradesh,2025-04-30 16:29:00,2025-04-30 18:31:00,122,6.67,20.39,136.0,Card,Failed
10355,1070,30,Jammu and Kashmir,2025-06-02 23:59:00,2025-06-03 00:29:00,30,89.81,23.84,2141.07,Card,Completed
10356,1336,10,Jharkhand,2025-03-14 02:45:00,2025-03-14 04:11:00,86,58.63,19.73,1156.77,Card,Cancelled
10357,1439,17,Mizoram,2026-07-31 11:54:00,2026-07-31 13:49:00,115,85.08,20.4,1735.63,RFID,Completed
10358,1516,16,Meghalaya,2025-05-05 19:29:00,2025-05-05 20:39:00,70,90.92,13.54,1231.06,RFID,Failed
10359,1537,10,Jharkhand,2026-07-12 13:14:00,2026-07-12 14:18:00,64,81.67,18.29,1493.74,Card,Completed
10360,1399,15,Manipur,2025-11-28 17:38:00,2025-11-28 18:34:00,56,27.99,18.08,506.06,Card,Cancelled
10361,1263,30,Jammu and Kashmir,2025-04-25 18:21:00,2025-04-25 20:54:00,153,63.58,17.7,1125.37,Card,Completed
10362,1129,21,Rajasthan,2025-01-04 10:39:00,2025-01-04 13:00:00,141,52.04,18.6,967.94,Card,Completed
10363,1592,22,Sikkim,2025-02-08 05:26:00,2025-02-08 08:00:00,154,85.02,23.25,1976.71,Card,Completed
10364,1189,26,Uttar Pradesh,2026-03-24 15:41:00,2026-03-24 18:13:00,152,14.4,17.39,250.42,UPI,Completed
10365,1113,7,Gujarat,2025-08-10 18:29:00,2025-08-10 20:24:00,115,50.97,18.68,952.12,Card,Completed
10366,1312,10,Jharkhand,2026-06-02 08:16:00,2026-06-02 08:52:00,36,43.92,21.8,957.46,Card,Completed
10367,1402,30,Jammu and Kashmir,2025-09-14 07:08:00,2025-09-14 08:45:00,97,81.14,17.67,1433.74,Card,Completed
10368,1135,29,Delhi,2025-12-29 12:59:00,2025-12-29 13:28:00,29,71.56,14.97,1071.25,UPI,Completed
10369,1493,11,Karnataka,2025-03-14 21:06:00,2025-03-14 21:43:00,37,12.27,16.65,204.3,RFID,Completed
10370,1472,11,Karnataka,2025-06-24 14:42:00,2025-06-24 15:20:00,38,63.04,14.81,933.62,UPI,Failed
10371,1189,26,Uttar Pradesh,2026-04-03 22:36:00,2026-04-04 01:33:00,177,67.16,22.11,1484.91,RFID,Completed
10372,1361,13,Madhya Pradesh,2025-01-20 17:20:00,2025-01-20 18:53:00,93,24.43,13.53,330.54,UPI,Completed
10373,1079,23,Tamil Nadu,2026-02-11 20:56:00,2026-02-11 21:57:00,61,76.09,19.87,1511.91,Card,Completed
10374,1005,1,Andhra Pradesh,2026-06-08 19:23:00,2026-06-08 21:09:00,106,42.31,22.11,935.47,Wallet,Completed
10375,1331,28,West Bengal,2025-02-06 15:08:00,2025-02-06 17:49:00,161,77.62,15.53,1205.44,Card,Completed
10376,1115,8,Haryana,2025-07-20 11:23:00,2025-07-20 13:04:00,101,10.42,12.98,135.25,RFID,Completed
10377,1030,27,Uttarakhand,2025-12-16 05:05:00,2025-12-16 05:55:00,50,7.28,21.0,152.88,UPI,Completed
10378,1547,29,Delhi,2025-12-04 10:30:00,2025-12-04 12:35:00,125,77.45,14.76,1143.16,RFID,Completed
10379,1055,15,Manipur,2025-09-16 06:26:00,2025-09-16 06:53:00,27,57.62,17.05,982.42,UPI,Completed
10380,1258,16,Meghalaya,2026-01-19 04:04:00,2026-01-19 06:37:00,153,22.83,12.31,281.04,RFID,Failed
10381,1309,1,Andhra Pradesh,2025-06-10 23:09:00,2025-06-10 23:37:00,28,32.99,15.84,522.56,UPI,Completed
10382,1011,13,Madhya Pradesh,2025-03-26 11:29:00,2025-03-26 13:50:00,141,25.03,24.0,600.72,RFID,Cancelled
10383,1212,24,Telangana,2025-04-19 03:39:00,2025-04-19 06:31:00,172,83.74,22.31,1868.24,Wallet,Completed
10384,1554,2,Arunachal Pradesh,2026-06-25 08:13:00,2026-06-25 08:50:00,37,40.53,20.93,848.29,Card,Failed
10385,1540,11,Karnataka,2025-04-27 20:25:00,2025-04-27 22:05:00,100,90.19,14.96,1349.24,RFID,Completed
10386,1122,9,Himachal Pradesh,2026-01-25 16:23:00,2026-01-25 18:45:00,142,71.3,17.5,1247.75,Card,Completed
10387,1326,28,West Bengal,2026-03-21 21:28:00,2026-03-21 22:08:00,40,84.08,16.28,1368.82,Card,Completed
10388,1184,20,Punjab,2026-07-07 17:07:00,2026-07-07 17:57:00,50,8.87,22.44,199.04,UPI,Completed
10389,1008,12,Kerala,2025-10-20 10:48:00,2025-10-20 11:22:00,34,48.22,22.44,1082.06,RFID,Completed
10390,1371,13,Madhya Pradesh,2026-05-24 23:42:00,2026-05-25 01:24:00,102,85.17,19.06,1623.34,UPI,Completed
10391,1490,5,Chhattisgarh,2025-11-13 17:22:00,2025-11-13 19:48:00,146,25.01,18.54,463.69,Card,Completed
10392,1579,26,Uttar Pradesh,2025-11-26 23:57:00,2025-11-27 02:27:00,150,94.43,13.11,1237.98,Card,Completed
10393,1178,2,Arunachal Pradesh,2025-01-22 22:06:00,2025-01-22 22:35:00,29,82.46,18.26,1505.72,UPI,Failed
10394,1013,21,Rajasthan,2026-02-08 14:06:00,2026-02-08 16:56:00,170,68.25,12.5,853.12,RFID,Completed
10395,1252,5,Chhattisgarh,2026-04-18 03:14:00,2026-04-18 04:58:00,104,8.06,22.11,178.21,Wallet,Cancelled
10396,1097,3,Assam,2025-08-05 07:33:00,2025-08-05 10:07:00,154,6.39,15.28,97.64,Wallet,Completed
10397,1012,26,Uttar Pradesh,2026-07-15 06:45:00,2026-07-15 08:21:00,96,90.07,19.3,1738.35,RFID,Completed
10398,1166,18,Nagaland,2025-09-07 06:43:00,2025-09-07 08:05:00,82,16.01,23.31,373.19,Wallet,Cancelled
10399,1321,3,Assam,2025-04-27 12:37:00,2025-04-27 14:15:00,98,20.15,21.21,427.38,UPI,Completed
10400,1210,22,Sikkim,2025-07-08 18:55:00,2025-07-08 21:21:00,146,58.59,17.39,1018.88,UPI,Completed
10401,1005,1,Andhra Pradesh,2025-12-13 20:39:00,2025-12-13 23:23:00,164,72.95,13.07,953.46,Card,Completed
10402,1271,30,Jammu and Kashmir,2026-08-20 03:48:00,2026-08-20 04:22:00,34,13.2,12.59,166.19,UPI,Completed
10403,1450,6,Goa,2025-12-28 09:30:00,2025-12-28 11:42:00,132,29.09,22.94,667.32,Wallet,Completed
10404,1218,11,Karnataka,2025-11-30 07:29:00,2025-11-30 08:02:00,33,76.56,12.16,930.97,Wallet,Cancelled
10405,1419,24,Telangana,2026-08-09 21:00:00,2026-08-09 21:28:00,28,39.28,17.28,678.76,UPI,Completed
10406,1259,4,Bihar,2026-07-20 07:29:00,2026-07-20 08:07:00,38,45.54,19.76,899.87,UPI,Completed
10407,1253,24,Telangana,2026-02-01 04:29:00,2026-02-01 05:34:00,65,24.03,18.44,443.11,RFID,Completed
10408,1008,12,Kerala,2025-07-01 09:08:00,2025-07-01 10:30:00,82,94.36,12.86,1213.47,RFID,Completed
10409,1119,30,Jammu and Kashmir,2025-12-19 13:44:00,2025-12-19 14:34:00,50,71.07,13.25,941.68,Wallet,Completed
10410,1412,12,Kerala,2025-06-10 14:01:00,2025-06-10 16:14:00,133,64.02,19.7,1261.19,Card,Completed
10411,1140,24,Telangana,2026-06-09 18:00:00,2026-06-09 19:03:00,63,83.89,23.14,1941.21,RFID,Completed
10412,1356,12,Kerala,2025-02-02 19:32:00,2025-02-02 21:42:00,130,38.14,19.76,753.65,Wallet,Completed
10413,1382,24,Telangana,2025-09-15 08:05:00,2025-09-15 09:37:00,92,40.92,17.38,711.19,Card,Completed
10414,1342,12,Kerala,2026-04-29 01:05:00,2026-04-29 02:20:00,75,71.82,23.39,1679.87,Card,Completed
10415,1191,5,Chhattisgarh,2025-12-25 12:03:00,2025-12-25 14:51:00,168,32.89,22.8,749.89,RFID,Failed
10416,1087,16,Meghalaya,2026-05-13 14:17:00,2026-05-13 15:46:00,89,89.78,14.59,1309.89,RFID,Completed
10417,1055,15,Manipur,2025-11-12 08:31:00,2025-11-12 09:39:00,68,47.24,16.16,763.4,Card,Completed
10418,1149,13,Madhya Pradesh,2026-04-14 19:27:00,2026-04-14 20:06:00,39,71.56,17.2,1230.83,Wallet,Completed
10419,1395,10,Jharkhand,2025-05-23 04:30:00,2025-05-23 07:26:00,176,9.29,23.51,218.41,RFID,Completed
10420,1110,21,Rajasthan,2025-09-01 16:11:00,2025-09-01 18:06:00,115,49.87,16.2,807.89,Card,Completed
10421,1051,16,Meghalaya,2026-08-22 08:46:00,2026-08-22 09:20:00,34,61.02,14.53,886.62,RFID,Failed
10422,1494,19,Odisha,2025-10-11 22:33:00,2025-10-12 00:27:00,114,30.2,15.28,461.46,UPI,Completed
10423,1415,12,Kerala,2026-08-06 08:40:00,2026-08-06 10:29:00,109,65.42,23.88,1562.23,Wallet,Failed
10424,1086,24,Telangana,2026-04-11 19:34:00,2026-04-11 21:55:00,141,59.69,13.84,826.11,RFID,Completed
10425,1421,1,Andhra Pradesh,2025-01-01 15:03:00,2025-01-01 17:31:00,148,21.98,18.83,413.88,UPI,Completed
10426,1024,27,Uttarakhand,2025-10-21 05:07:00,2025-10-21 08:02:00,175,40.07,19.28,772.55,Card,Completed
10427,1430,6,Goa,2025-03-25 14:28:00,2025-03-25 15:18:00,50,44.37,15.07,668.66,UPI,Completed
10428,1396,23,Tamil Nadu,2026-06-29 13:07:00,2026-06-29 14:48:00,101,64.5,12.53,808.18,Wallet,Completed
10429,1176,6,Goa,2026-06-12 01:21:00,2026-06-12 03:46:00,145,44.72,12.79,571.97,Card,Failed
10430,1343,14,Maharashtra,2026-02-14 10:13:00,2026-02-14 13:08:00,175,42.21,17.08,720.95,UPI,Completed
10431,1403,17,Mizoram,2025-11-24 12:53:00,2025-11-24 13:41:00,48,62.28,16.73,1041.94,Wallet,Completed
10432,1449,26,Uttar Pradesh,2026-08-08 04:44:00,2026-08-08 05:48:00,64,21.81,18.12,395.2,Wallet,Completed
10433,1594,10,Jharkhand,2025-06-30 08:31:00,2025-06-30 08:56:00,25,25.79,22.49,580.02,RFID,Completed
10434,1253,24,Telangana,2025-01-23 01:46:00,2025-01-23 04:02:00,136,36.6,16.33,597.68,Card,Completed
