RegistrationRecordID,StateID,State,Region,Month,EV_Registrations,Total_Vehicle_Registrations,EV_Penetration_Pct
447,25,Tripura,Northeast,01-08-2026,41889,1256546,3.33
448,17,Mizoram,Northeast,01-02-2025,43806,427885,10.24
449,12,Kerala,South,01-04-2025,13388,251730,5.32
450,11,Karnataka,South,01-10-2025,34197,781358,4.38
451,10,Jharkhand,East,01-10-2025,11883,87346,13.6
452,1,Andhra Pradesh,South,01-05-2025,39463,370891,10.64
453,1,Andhra Pradesh,South,01-08-2026,43067,1713495,2.51
454,5,Chhattisgarh,Central,01-03-2026,6916,73037,9.47
455,17,Mizoram,Northeast,01-05-2026,10647,80176,13.28
456,28,West Bengal,East,01-03-2026,2542,25901,9.81
457,27,Uttarakhand,North,01-08-2026,21137,133662,15.81
458,9,Himachal Pradesh,North,01-05-2025,26419,969947,2.72
459,1,Andhra Pradesh,South,01-03-2025,21477,475139,4.52
460,27,Uttarakhand,North,01-05-2025,30656,336831,9.1
461,14,Maharashtra,West,01-12-2025,42035,265828,15.81
462,24,Telangana,South,01-11-2025,925,6035,15.33
463,18,Nagaland,Northeast,01-07-2025,7438,79942,9.3
464,23,Tamil Nadu,South,01-12-2025,14405,364211,3.96
465,30,Jammu and Kashmir,North,01-01-2026,13395,112890,11.87
466,10,Jharkhand,East,01-08-2025,11025,237767,4.64
467,23,Tamil Nadu,South,01-08-2025,23996,292188,8.21
468,5,Chhattisgarh,Central,01-03-2026,38806,254890,15.22
469,10,Jharkhand,East,01-06-2026,29425,276294,10.65
470,8,Haryana,North,01-03-2026,32263,252859,12.76
471,27,Uttarakhand,North,01-08-2025,38008,326154,11.65
472,1,Andhra Pradesh,South,01-01-2025,32690,215459,15.17
473,14,Maharashtra,West,01-04-2026,14180,140666,10.08
474,30,Jammu and Kashmir,North,01-02-2025,38673,369392,10.47
475,9,Himachal Pradesh,North,01-01-2025,8648,54366,15.91
476,13,Madhya Pradesh,Central,01-09-2025,20414,165452,12.34
477,4,Bihar,East,01-02-2025,36741,558504,6.58
478,6,Goa,West,01-07-2026,37121,292937,12.67
479,9,Himachal Pradesh,North,01-07-2026,18572,138085,13.45
480,24,Telangana,South,01-07-2025,27000,409256,6.6
481,1,Andhra Pradesh,South,01-12-2025,38374,388080,9.89
482,19,Odisha,East,01-01-2025,9727,134619,7.23
483,12,Kerala,South,01-06-2025,40578,931067,4.36
484,14,Maharashtra,West,01-10-2025,26337,310251,8.49
485,3,Assam,Northeast,01-08-2025,36431,262843,13.86
486,28,West Bengal,East,01-12-2025,22436,295852,7.58
487,5,Chhattisgarh,Central,01-03-2026,12363,142533,8.67
488,11,Karnataka,South,01-04-2026,27766,207490,13.38
489,18,Nagaland,Northeast,01-12-2025,13978,150345,9.3
490,21,Rajasthan,North,01-11-2025,42774,293898,14.55
491,21,Rajasthan,North,01-03-2026,9706,132576,7.32
492,4,Bihar,East,01-01-2026,38450,1124304,3.42
493,29,Delhi,North,01-04-2025,7951,85282,9.32
494,14,Maharashtra,West,01-03-2026,14267,149419,9.55
495,16,Meghalaya,Northeast,01-10-2025,43441,571691,7.6
496,13,Madhya Pradesh,Central,01-04-2025,35705,963332,3.71
497,11,Karnataka,South,01-07-2025,44939,989815,4.54
498,13,Madhya Pradesh,Central,01-07-2025,24286,694624,3.5
499,10,Jharkhand,East,01-10-2025,25411,319901,7.94
500,22,Sikkim,Northeast,01-07-2025,43168,597139,7.23
501,13,Madhya Pradesh,Central,01-10-2025,11930,585902,2.04
502,22,Sikkim,Northeast,01-09-2025,38184,345478,11.05
503,24,Telangana,South,01-10-2025,7095,102117,6.95
504,26,Uttar Pradesh,North,01-05-2025,40375,298706,13.52
505,28,West Bengal,East,01-07-2025,36841,276305,13.33
506,19,Odisha,East,01-04-2025,3840,48391,7.94
507,5,Chhattisgarh,Central,01-03-2026,26960,218898,12.32
508,2,Arunachal Pradesh,Northeast,01-01-2025,17814,187614,9.5
509,22,Sikkim,Northeast,01-04-2026,3652,33237,10.99
510,28,West Bengal,East,01-07-2025,24511,224224,10.93
511,9,Himachal Pradesh,North,01-02-2026,40220,1427068,2.82
512,25,Tripura,Northeast,01-02-2025,18527,473817,3.91
513,21,Rajasthan,North,01-06-2026,29282,357183,8.2
514,29,Delhi,North,01-07-2025,33296,1498810,2.22
515,24,Telangana,South,01-02-2026,39267,323431,12.14
516,10,Jharkhand,East,01-07-2025,40332,1296069,3.11
517,8,Haryana,North,01-05-2025,8643,184437,4.69
518,8,Haryana,North,01-01-2025,10906,160150,6.81
519,7,Gujarat,West,01-04-2025,7504,54990,13.65
520,28,West Bengal,East,01-05-2025,3275,62121,5.27
521,21,Rajasthan,North,01-08-2025,35303,317693,11.11
522,22,Sikkim,Northeast,01-12-2025,35996,428726,8.4
523,22,Sikkim,Northeast,01-06-2025,6049,38001,15.92
524,2,Arunachal Pradesh,Northeast,01-06-2025,10486,123178,8.51
525,8,Haryana,North,01-12-2025,30937,200801,15.41
526,13,Madhya Pradesh,Central,01-03-2026,26392,601637,4.39
527,10,Jharkhand,East,01-04-2026,3883,56554,6.87
528,12,Kerala,South,01-08-2025,40691,470502,8.65
529,30,Jammu and Kashmir,North,01-01-2026,8246,108636,7.59
530,8,Haryana,North,01-05-2025,42123,778441,5.41
531,30,Jammu and Kashmir,North,01-08-2026,21221,379037,5.6
532,8,Haryana,North,01-07-2025,5695,150343,3.79
533,16,Meghalaya,Northeast,01-12-2025,10515,88195,11.92
534,14,Maharashtra,West,01-04-2025,6582,115807,5.68
535,2,Arunachal Pradesh,Northeast,01-09-2025,36385,240682,15.12
536,9,Himachal Pradesh,North,01-01-2025,38867,656997,5.92
537,26,Uttar Pradesh,North,01-04-2025,37974,890426,4.26
538,22,Sikkim,Northeast,01-11-2025,11182,70370,15.89
539,5,Chhattisgarh,Central,01-08-2026,37675,250693,15.03
540,10,Jharkhand,East,01-06-2025,25969,240647,10.79
541,30,Jammu and Kashmir,North,01-10-2025,8429,63457,13.28
542,16,Meghalaya,Northeast,01-07-2025,30419,225957,13.46
543,15,Manipur,Northeast,01-03-2025,7521,181094,4.15
544,3,Assam,Northeast,01-06-2026,8173,52195,15.66
545,10,Jharkhand,East,01-02-2025,9784,112318,8.71
546,1,Andhra Pradesh,South,01-04-2025,9086,103029,8.82
547,14,Maharashtra,West,01-04-2026,38485,282756,13.61
548,20,Punjab,North,01-03-2025,36098,476146,7.58
549,25,Tripura,Northeast,01-01-2026,36532,1547070,2.36
550,25,Tripura,Northeast,01-03-2026,40908,422018,9.69
551,28,West Bengal,East,01-01-2026,9534,104930,9.09
552,18,Nagaland,Northeast,01-06-2025,19068,848360,2.25
553,2,Arunachal Pradesh,Northeast,01-07-2026,7230,252894,2.86
554,19,Odisha,East,01-02-2025,32297,650549,4.96
555,30,Jammu and Kashmir,North,01-11-2025,27326,232948,11.73
556,9,Himachal Pradesh,North,01-07-2026,30594,1004789,3.04
557,28,West Bengal,East,01-02-2026,9874,219973,4.49
558,16,Meghalaya,Northeast,01-01-2025,32803,301923,10.86
559,8,Haryana,North,01-05-2026,43908,413716,10.61
560,20,Punjab,North,01-08-2026,33987,362389,9.38
561,7,Gujarat,West,01-06-2026,16222,123933,13.09
562,30,Jammu and Kashmir,North,01-03-2025,32038,342393,9.36
563,22,Sikkim,Northeast,01-02-2026,31974,260574,12.27
564,22,Sikkim,Northeast,01-05-2025,5281,136345,3.87
565,21,Rajasthan,North,01-06-2025,8558,84314,10.15
566,23,Tamil Nadu,South,01-07-2025,26276,524175,5.01
567,21,Rajasthan,North,01-06-2026,16852,127458,13.22
568,13,Madhya Pradesh,Central,01-04-2025,42224,1194014,3.54
569,28,West Bengal,East,01-11-2025,5598,62264,8.99
570,23,Tamil Nadu,South,01-04-2025,25921,396014,6.55
571,28,West Bengal,East,01-06-2026,22023,164971,13.35
572,29,Delhi,North,01-08-2026,31420,372616,8.43
573,21,Rajasthan,North,01-10-2025,44204,1143986,3.86
574,17,Mizoram,Northeast,01-09-2025,25800,221765,11.63
575,28,West Bengal,East,01-04-2026,6972,117946,5.91
576,18,Nagaland,Northeast,01-08-2025,26164,193065,13.55
577,23,Tamil Nadu,South,01-02-2025,29402,354166,8.3
578,17,Mizoram,Northeast,01-03-2026,8880,302748,2.93
579,24,Telangana,South,01-01-2026,31986,919214,3.48
580,12,Kerala,South,01-01-2025,23414,203190,11.52
581,13,Madhya Pradesh,Central,01-08-2025,29558,245732,12.03
582,13,Madhya Pradesh,Central,01-07-2026,24834,1144677,2.17
583,5,Chhattisgarh,Central,01-08-2026,23604,317841,7.43
584,14,Maharashtra,West,01-04-2025,10666,68413,15.59
585,19,Odisha,East,01-07-2025,28938,372440,7.77
586,5,Chhattisgarh,Central,01-08-2025,6239,78575,7.94
587,15,Manipur,Northeast,01-04-2026,24688,402331,6.14
588,8,Haryana,North,01-09-2025,31982,655419,4.88
589,17,Mizoram,Northeast,01-04-2025,32925,582744,5.65
590,9,Himachal Pradesh,North,01-09-2025,13304,141168,9.42
591,30,Jammu and Kashmir,North,01-06-2026,35764,952875,3.75
592,27,Uttarakhand,North,01-08-2025,17953,172188,10.43
593,21,Rajasthan,North,01-04-2026,10303,96914,10.63
594,2,Arunachal Pradesh,Northeast,01-11-2025,17705,262851,6.74
595,8,Haryana,North,01-06-2026,27606,828968,3.33
596,8,Haryana,North,01-02-2026,40696,948276,4.29
597,20,Punjab,North,01-08-2026,12235,256790,4.76
598,14,Maharashtra,West,01-05-2026,13058,114540,11.4
599,30,Jammu and Kashmir,North,01-07-2025,11536,205338,5.62
600,15,Manipur,Northeast,01-06-2026,35764,284505,12.57
