SalesRecordID,StateID,State,Region,Month,VehicleSegment,Brand,UnitsSold,AverageVehiclePrice,EstimatedSalesValue
5336,10,Jharkhand,East,2025-08-01,e-2W,Hyundai,334,105524,35245016
5337,16,Meghalaya,Northeast,2025-09-01,e-3W,Ola,1175,217941,256080675
5338,23,Tamil Nadu,South,2025-12-01,e-3W,Hero,62,265269,16446678
5339,16,Meghalaya,Northeast,2025-12-01,e-Truck,Hero,603,4174151,2517013053
5340,14,Maharashtra,West,2025-05-01,e-2W,MG,1209,118506,143273754
5341,25,Tripura,Northeast,2026-06-01,e-2W,TVS,1197,145677,174375369
5342,4,Bihar,East,2025-06-01,e-2W,Bajaj,621,83934,52123014
5343,8,Haryana,North,2025-11-01,e-4W,Hyundai,685,1761394,1206554890
5344,23,Tamil Nadu,South,2026-03-01,e-2W,BYD,1749,104959,183573291
5345,22,Sikkim,Northeast,2025-02-01,e-4W,Bajaj,316,1599751,505521316
5346,1,Andhra Pradesh,South,2025-09-01,e-2W,Tata,1175,80082,94096350
5347,16,Meghalaya,Northeast,2025-03-01,e-3W,MG,1296,194274,251779104
5348,17,Mizoram,Northeast,2025-08-01,e-2W,Mahindra,1171,79425,93006675
5349,8,Haryana,North,2025-08-01,e-4W,Mahindra,1279,795696,1017695184
5350,9,Himachal Pradesh,North,2025-12-01,e-Truck,Hyundai,1182,4776877,5646268614
5351,8,Haryana,North,2025-04-01,e-Bus,BYD,889,5887951,5234388439
5352,20,Punjab,North,2026-08-01,e-Bus,Bajaj,670,8418211,5640201370
5353,13,Madhya Pradesh,Central,2026-04-01,e-4W,BYD,1657,1014444,1680933708
5354,2,Arunachal Pradesh,Northeast,2025-10-01,e-4W,Tata,736,2065359,1520104224
5355,17,Mizoram,Northeast,2026-01-01,e-4W,Ather,1346,1927201,2594012546
5356,20,Punjab,North,2025-03-01,e-3W,Tata,615,414484,254907660
5357,19,Odisha,East,2025-01-01,e-Truck,TVS,1375,5465632,7515244000
5358,15,Manipur,Northeast,2026-08-01,e-2W,Bajaj,83,130645,10843535
5359,20,Punjab,North,2026-07-01,e-2W,BYD,1063,102583,109045729
5360,23,Tamil Nadu,South,2025-08-01,e-2W,Hyundai,1219,90460,110270740
5361,18,Nagaland,Northeast,2026-03-01,e-4W,Bajaj,598,869446,519928708
5362,27,Uttarakhand,North,2025-11-01,e-4W,Hyundai,1626,1735108,2821285608
5363,5,Chhattisgarh,Central,2025-03-01,e-2W,Mahindra,60,116246,6974760
5364,20,Punjab,North,2026-05-01,e-3W,Hyundai,1748,437416,764603168
5365,1,Andhra Pradesh,South,2025-04-01,e-2W,MG,1660,143225,237753500
5366,30,Jammu and Kashmir,North,2025-12-01,e-2W,Bajaj,1618,155843,252153974
5367,30,Jammu and Kashmir,North,2026-06-01,e-Bus,Tata,1132,5978192,6767313344
5368,17,Mizoram,Northeast,2025-08-01,e-4W,MG,636,2130024,1354695264
5369,16,Meghalaya,Northeast,2025-01-01,e-3W,Ather,276,427481,117984756
5370,15,Manipur,Northeast,2026-03-01,e-2W,Tata,1461,131313,191848293
5371,8,Haryana,North,2025-04-01,e-Truck,Tata,392,4745759,1860337528
5372,17,Mizoram,Northeast,2026-05-01,e-2W,Ather,1235,71695,88543325
5373,11,Karnataka,South,2026-03-01,e-2W,Hero,430,95651,41129930
5374,5,Chhattisgarh,Central,2026-06-01,e-4W,TVS,762,1785643,1360659966
5375,10,Jharkhand,East,2026-08-01,e-2W,TVS,1178,102872,121183216
5376,3,Assam,Northeast,2026-06-01,e-4W,Hero,1768,706475,1249047800
5377,29,Delhi,North,2026-01-01,e-2W,Ola,1478,156457,231243446
5378,17,Mizoram,Northeast,2026-06-01,e-Truck,Ola,858,3051222,2617948476
5379,10,Jharkhand,East,2025-11-01,e-Bus,MG,924,8148734,7529430216
5380,25,Tripura,Northeast,2025-03-01,e-4W,Hyundai,1139,1425356,1623480484
5381,19,Odisha,East,2025-01-01,e-2W,Ola,1000,86865,86865000
5382,20,Punjab,North,2025-09-01,e-4W,Mahindra,885,1917745,1697204325
5383,9,Himachal Pradesh,North,2025-06-01,e-4W,Mahindra,1229,1146476,1409019004
5384,19,Odisha,East,2026-07-01,e-2W,Tata,1728,144907,250399296
5385,4,Bihar,East,2025-12-01,e-2W,Mahindra,142,134860,19150120
5386,15,Manipur,Northeast,2025-02-01,e-2W,TVS,452,99381,44920212
5387,3,Assam,Northeast,2025-04-01,e-2W,Ola,290,112503,32625870
5388,14,Maharashtra,West,2026-05-01,e-Bus,Hero,817,4011710,3277567070
5389,7,Gujarat,West,2025-02-01,e-2W,TVS,1603,152215,244000645
5390,27,Uttarakhand,North,2026-03-01,e-Truck,Bajaj,1665,6302748,10494075420
5391,10,Jharkhand,East,2025-04-01,e-3W,TVS,1547,441674,683269678
5392,28,West Bengal,East,2025-10-01,e-3W,MG,562,187928,105615536
5393,24,Telangana,South,2026-02-01,e-Bus,TVS,1754,8147069,14289959026
5394,15,Manipur,Northeast,2025-01-01,e-4W,Tata,1200,1567050,1880460000
5395,4,Bihar,East,2026-03-01,e-Truck,Ather,552,4382229,2418990408
5396,22,Sikkim,Northeast,2025-05-01,e-2W,Hyundai,901,141667,127641967
5397,2,Arunachal Pradesh,Northeast,2025-07-01,e-2W,Tata,733,107361,78695613
5398,6,Goa,West,2026-01-01,e-2W,Ather,1460,104600,152716000
5399,1,Andhra Pradesh,South,2025-12-01,e-4W,Hero,921,1153400,1062281400
5400,10,Jharkhand,East,2025-03-01,e-2W,Tata,335,137996,46228660
5401,28,West Bengal,East,2026-02-01,e-2W,Bajaj,1604,157483,252602732
5402,18,Nagaland,Northeast,2025-04-01,e-3W,Ola,1336,446656,596732416
5403,16,Meghalaya,Northeast,2025-02-01,e-3W,Ola,1131,308381,348778911
5404,10,Jharkhand,East,2025-12-01,e-3W,Hero,51,439252,22401852
5405,16,Meghalaya,Northeast,2025-07-01,e-Bus,Tata,839,4664533,3913543187
5406,13,Madhya Pradesh,Central,2025-11-01,e-2W,Mahindra,1529,159493,243864797
5407,4,Bihar,East,2026-04-01,e-3W,Ather,941,425840,400715440
5408,28,West Bengal,East,2025-01-01,e-4W,MG,1470,2155700,3168879000
5409,10,Jharkhand,East,2025-12-01,e-2W,Ola,657,144921,95213097
5410,8,Haryana,North,2026-06-01,e-4W,Tata,789,753024,594135936
5411,30,Jammu and Kashmir,North,2025-07-01,e-4W,Mahindra,707,1381908,977008956
5412,17,Mizoram,Northeast,2025-06-01,e-4W,Ola,860,1497278,1287659080
5413,22,Sikkim,Northeast,2025-05-01,e-4W,TVS,1102,1407494,1551058388
5414,13,Madhya Pradesh,Central,2025-12-01,e-3W,Ather,1576,330594,521016144
5415,15,Manipur,Northeast,2025-05-01,e-2W,Mahindra,47,84260,3960220
5416,10,Jharkhand,East,2026-03-01,e-Bus,Tata,1066,2877332,3067235912
5417,3,Assam,Northeast,2025-03-01,e-2W,Hero,304,119752,36404608
5418,4,Bihar,East,2026-05-01,e-2W,BYD,1774,121616,215746784
5419,9,Himachal Pradesh,North,2025-04-01,e-4W,Ather,1214,842617,1022937038
5420,11,Karnataka,South,2025-09-01,e-2W,Tata,470,122672,57655840
5421,22,Sikkim,Northeast,2026-02-01,e-4W,TVS,910,1990080,1810972800
5422,19,Odisha,East,2025-06-01,e-4W,Tata,1716,1523375,2614111500
5423,13,Madhya Pradesh,Central,2026-08-01,e-4W,Mahindra,93,1529297,142224621
5424,23,Tamil Nadu,South,2026-01-01,e-3W,TVS,756,327522,247606632
5425,30,Jammu and Kashmir,North,2026-06-01,e-2W,Hyundai,328,87158,28587824
5426,4,Bihar,East,2025-02-01,e-Truck,TVS,140,5816899,814365860
5427,22,Sikkim,Northeast,2025-01-01,e-Bus,MG,547,2976377,1628078219
5428,30,Jammu and Kashmir,North,2026-08-01,e-3W,Ather,852,282395,240600540
5429,18,Nagaland,Northeast,2026-02-01,e-4W,BYD,1269,1825832,2316980808
5430,19,Odisha,East,2026-03-01,e-2W,Hyundai,436,152335,66418060
5431,8,Haryana,North,2025-10-01,e-4W,Bajaj,492,1982322,975302424
5432,10,Jharkhand,East,2025-06-01,e-3W,MG,108,411773,44471484
5433,26,Uttar Pradesh,North,2025-04-01,e-4W,Ola,996,1368640,1363165440
5434,26,Uttar Pradesh,North,2026-02-01,e-4W,Bajaj,602,741340,446286680
5435,6,Goa,West,2025-02-01,e-2W,Hyundai,999,79399,79319601
5436,27,Uttarakhand,North,2025-11-01,e-Bus,Bajaj,1479,8305333,12283587507
5437,27,Uttarakhand,North,2026-05-01,e-3W,TVS,1051,357788,376035188
5438,5,Chhattisgarh,Central,2026-04-01,e-Bus,Bajaj,869,2762530,2400638570
5439,26,Uttar Pradesh,North,2025-05-01,e-2W,Ola,1381,126414,174577734
5440,9,Himachal Pradesh,North,2025-07-01,e-4W,Ola,456,960440,437960640
5441,27,Uttarakhand,North,2026-04-01,e-3W,Ather,163,224772,36637836
5442,24,Telangana,South,2025-05-01,e-2W,Bajaj,1782,99048,176503536
5443,18,Nagaland,Northeast,2026-06-01,e-2W,TVS,1655,120192,198917760
5444,30,Jammu and Kashmir,North,2026-06-01,e-4W,TVS,938,2062392,1934523696
5445,5,Chhattisgarh,Central,2026-05-01,e-3W,Ola,1655,220136,364325080
5446,11,Karnataka,South,2026-01-01,e-4W,Bajaj,1748,771939,1349349372
5447,27,Uttarakhand,North,2025-07-01,e-4W,Mahindra,1554,1523837,2368042698
5448,16,Meghalaya,Northeast,2025-02-01,e-4W,MG,312,2077260,648105120
5449,24,Telangana,South,2025-04-01,e-3W,TVS,434,410144,178002496
5450,4,Bihar,East,2025-03-01,e-3W,Ola,214,278662,59633668
5451,8,Haryana,North,2025-01-01,e-3W,Tata,1775,359166,637519650
5452,9,Himachal Pradesh,North,2025-11-01,e-3W,BYD,109,184576,20118784
5453,14,Maharashtra,West,2026-02-01,e-4W,Mahindra,1530,1463445,2239070850
5454,9,Himachal Pradesh,North,2026-01-01,e-2W,BYD,1359,155805,211738995
5455,23,Tamil Nadu,South,2025-06-01,e-Bus,Tata,1408,7363099,10367243392
5456,8,Haryana,North,2026-04-01,e-Bus,TVS,571,5697514,3253280494
5457,19,Odisha,East,2025-11-01,e-4W,Hero,1129,1050041,1185496289
5458,27,Uttarakhand,North,2026-07-01,e-4W,Mahindra,43,1188409,51101587
5459,18,Nagaland,Northeast,2025-09-01,e-3W,Bajaj,903,300385,271247655
5460,4,Bihar,East,2025-09-01,e-Bus,Hyundai,1460,7633381,11144736260
5461,16,Meghalaya,Northeast,2026-03-01,e-2W,TVS,1312,86571,113581152
5462,19,Odisha,East,2026-01-01,e-4W,BYD,849,729717,619529733
5463,26,Uttar Pradesh,North,2025-03-01,e-2W,Bajaj,486,91604,44519544
5464,12,Kerala,South,2026-03-01,e-Truck,Tata,1729,6809940,11774386260
5465,27,Uttarakhand,North,2026-07-01,e-2W,Ola,1076,89689,96505364
5466,6,Goa,West,2025-12-01,e-2W,Hero,500,108031,54015500
5467,13,Madhya Pradesh,Central,2026-03-01,e-2W,Mahindra,1714,104651,179371814
5468,26,Uttar Pradesh,North,2025-07-01,e-2W,MG,1445,156240,225766800
5469,1,Andhra Pradesh,South,2025-07-01,e-Bus,Ola,1150,4318182,4965909300
5470,21,Rajasthan,North,2025-03-01,e-4W,Hyundai,566,2145675,1214452050
5471,18,Nagaland,Northeast,2025-04-01,e-2W,Mahindra,1032,126494,130541808
5472,26,Uttar Pradesh,North,2026-01-01,e-2W,Ola,917,74023,67879091
5473,16,Meghalaya,Northeast,2026-06-01,e-2W,Ather,1719,134680,231514920
5474,19,Odisha,East,2025-11-01,e-2W,Hero,253,71391,18061923
5475,16,Meghalaya,Northeast,2025-10-01,e-2W,MG,447,136267,60911349
5476,4,Bihar,East,2025-09-01,e-2W,MG,1307,121690,159048830
5477,16,Meghalaya,Northeast,2026-08-01,e-2W,Ola,263,89333,23494579
5478,3,Assam,Northeast,2026-04-01,e-2W,Mahindra,1189,126174,150020886
5479,20,Punjab,North,2026-01-01,e-3W,BYD,1327,194716,258388132
5480,20,Punjab,North,2025-03-01,e-3W,Ather,326,319596,104188296
5481,16,Meghalaya,Northeast,2026-03-01,e-4W,Tata,1739,1061998,1846814522
5482,17,Mizoram,Northeast,2025-09-01,e-4W,Ola,448,1598886,716300928
5483,20,Punjab,North,2026-07-01,e-2W,Hyundai,1110,130032,144335520
5484,14,Maharashtra,West,2025-04-01,e-4W,Mahindra,1664,1746094,2905500416
5485,13,Madhya Pradesh,Central,2025-06-01,e-Bus,Ather,1323,4966704,6570949392
5486,12,Kerala,South,2026-01-01,e-4W,Hero,513,768259,394116867
5487,15,Manipur,Northeast,2026-03-01,e-2W,TVS,662,100565,66574030
5488,30,Jammu and Kashmir,North,2025-11-01,e-2W,BYD,730,83795,61170350
5489,23,Tamil Nadu,South,2026-07-01,e-Bus,TVS,1006,8296098,8345874588
5490,29,Delhi,North,2026-05-01,e-Bus,BYD,1544,3343214,5161922416
5491,29,Delhi,North,2025-03-01,e-4W,Mahindra,27,1831913,49461651
5492,29,Delhi,North,2025-08-01,e-4W,MG,572,1618164,925589808
5493,18,Nagaland,Northeast,2025-09-01,e-Truck,Bajaj,1379,5943315,8195831385
5494,30,Jammu and Kashmir,North,2026-06-01,e-4W,MG,240,877132,210511680
5495,25,Tripura,Northeast,2026-02-01,e-3W,TVS,1696,379330,643343680
5496,8,Haryana,North,2025-02-01,e-4W,Hyundai,1545,1311561,2026361745
5497,10,Jharkhand,East,2025-09-01,e-2W,TVS,181,134356,24318436
5498,6,Goa,West,2025-11-01,e-2W,TVS,485,80482,39033770
5499,17,Mizoram,Northeast,2025-01-01,e-2W,Mahindra,1157,119177,137887789
5500,1,Andhra Pradesh,South,2025-08-01,e-4W,Tata,1545,2057368,3178633560
5501,19,Odisha,East,2025-06-01,e-2W,BYD,152,123333,18746616
5502,5,Chhattisgarh,Central,2025-09-01,e-2W,Tata,68,77507,5270476
5503,26,Uttar Pradesh,North,2025-02-01,e-4W,TVS,1130,1704366,1925933580
5504,27,Uttarakhand,North,2026-05-01,e-4W,Tata,1669,1514883,2528339727
5505,23,Tamil Nadu,South,2025-06-01,e-2W,Mahindra,1111,88325,98129075
5506,20,Punjab,North,2025-10-01,e-2W,Bajaj,273,110768,30239664
5507,8,Haryana,North,2025-11-01,e-4W,MG,474,1474456,698892144
5508,26,Uttar Pradesh,North,2026-06-01,e-3W,Mahindra,547,319728,174891216
5509,2,Arunachal Pradesh,Northeast,2025-07-01,e-2W,TVS,422,147711,62334042
5510,9,Himachal Pradesh,North,2025-04-01,e-2W,Mahindra,1011,87821,88787031
5511,2,Arunachal Pradesh,Northeast,2025-09-01,e-3W,Ola,505,434084,219212420
5512,27,Uttarakhand,North,2025-10-01,e-Bus,Ather,1680,5585689,9383957520
5513,27,Uttarakhand,North,2026-03-01,e-2W,Mahindra,838,157985,132391430
5514,20,Punjab,North,2025-03-01,e-4W,Tata,601,1073519,645184919
5515,9,Himachal Pradesh,North,2026-05-01,e-2W,Tata,1658,78245,129730210
5516,4,Bihar,East,2026-06-01,e-2W,Mahindra,934,152742,142661028
5517,11,Karnataka,South,2026-03-01,e-2W,Tata,268,119386,31995448
5518,24,Telangana,South,2025-07-01,e-2W,Hero,141,138475,19524975
5519,17,Mizoram,Northeast,2026-04-01,e-4W,Mahindra,736,920375,677396000
5520,1,Andhra Pradesh,South,2026-06-01,e-2W,MG,221,119892,26496132
5521,7,Gujarat,West,2025-10-01,e-4W,Tata,794,1615108,1282395752
5522,16,Meghalaya,Northeast,2026-08-01,e-2W,Hero,742,126697,94009174
5523,29,Delhi,North,2025-02-01,e-2W,Ola,566,103038,58319508
5524,27,Uttarakhand,North,2025-06-01,e-2W,BYD,875,119272,104363000
5525,27,Uttarakhand,North,2025-05-01,e-2W,BYD,1129,109697,123847913
5526,3,Assam,Northeast,2025-05-01,e-4W,Hyundai,1490,2110781,3145063690
5527,4,Bihar,East,2025-01-01,e-Truck,Ather,835,6917300,5775945500
5528,30,Jammu and Kashmir,North,2025-12-01,e-2W,Hyundai,639,80686,51558354
5529,22,Sikkim,Northeast,2026-02-01,e-3W,Tata,1072,289384,310219648
5530,9,Himachal Pradesh,North,2026-01-01,e-2W,Hero,960,99960,95961600
5531,10,Jharkhand,East,2026-01-01,e-Bus,Mahindra,1128,4418715,4984310520
5532,29,Delhi,North,2025-08-01,e-4W,Ola,1221,1512902,1847253342
5533,15,Manipur,Northeast,2025-05-01,e-2W,MG,681,110741,75414621
5534,26,Uttar Pradesh,North,2026-01-01,e-Bus,Hyundai,342,3976075,1359817650
5535,7,Gujarat,West,2025-08-01,e-3W,Hyundai,952,339156,322876512
5536,8,Haryana,North,2025-07-01,e-2W,Tata,1297,134068,173886196
5537,18,Nagaland,Northeast,2025-11-01,e-2W,Ola,1728,150602,260240256
5538,12,Kerala,South,2025-08-01,e-3W,Ola,1663,277551,461567313
5539,19,Odisha,East,2025-11-01,e-Bus,Ola,176,4397871,774025296
5540,5,Chhattisgarh,Central,2025-04-01,e-4W,Hyundai,185,1482733,274305605
5541,30,Jammu and Kashmir,North,2026-03-01,e-3W,Mahindra,1285,440705,566305925
5542,7,Gujarat,West,2025-08-01,e-2W,Bajaj,1632,91975,150103200
5543,12,Kerala,South,2026-07-01,e-Truck,Hyundai,896,6311496,5655100416
5544,6,Goa,West,2025-08-01,e-3W,Hero,939,394340,370285260
5545,14,Maharashtra,West,2025-07-01,e-4W,Mahindra,1689,987249,1667463561
5546,12,Kerala,South,2026-03-01,e-4W,Ather,750,1155987,866990250
5547,11,Karnataka,South,2026-04-01,e-4W,Hero,1779,1664237,2960677623
5548,4,Bihar,East,2025-08-01,e-2W,Ather,24,105999,2543976
5549,24,Telangana,South,2026-02-01,e-2W,BYD,1271,109551,139239321
5550,13,Madhya Pradesh,Central,2025-09-01,e-3W,Ather,253,367435,92961055
5551,16,Meghalaya,Northeast,2026-02-01,e-2W,Bajaj,101,151614,15313014
5552,24,Telangana,South,2026-03-01,e-4W,Ather,438,1399023,612772074
5553,17,Mizoram,Northeast,2026-02-01,e-Truck,Mahindra,1521,1924078,2926522638
5554,6,Goa,West,2025-01-01,e-2W,Bajaj,803,100099,80379497
5555,24,Telangana,South,2026-03-01,e-2W,Bajaj,366,139803,51167898
5556,14,Maharashtra,West,2025-12-01,e-2W,Hyundai,1616,87140,140818240
5557,24,Telangana,South,2025-01-01,e-2W,Ola,278,153038,42544564
5558,29,Delhi,North,2026-05-01,e-4W,TVS,1449,2042641,2959786809
5559,5,Chhattisgarh,Central,2025-12-01,e-2W,Mahindra,76,158913,12077388
5560,12,Kerala,South,2025-05-01,e-3W,BYD,45,366351,16485795
5561,21,Rajasthan,North,2025-08-01,e-Truck,Hero,674,3173368,2138850032
5562,15,Manipur,Northeast,2026-02-01,e-Bus,Ather,615,4063332,2498949180
5563,11,Karnataka,South,2025-08-01,e-2W,Tata,569,95651,54425419
5564,21,Rajasthan,North,2026-03-01,e-3W,Bajaj,1023,413705,423220215
5565,21,Rajasthan,North,2026-08-01,e-Bus,BYD,200,6390026,1278005200
5566,10,Jharkhand,East,2025-04-01,e-Bus,Mahindra,990,6281597,6218781030
5567,18,Nagaland,Northeast,2025-06-01,e-4W,Tata,639,1484514,948604446
5568,17,Mizoram,Northeast,2025-02-01,e-4W,Ather,34,1823586,62001924
5569,13,Madhya Pradesh,Central,2026-01-01,e-3W,BYD,184,234645,43174680
5570,26,Uttar Pradesh,North,2025-10-01,e-Bus,Bajaj,1260,4728553,5957976780
5571,15,Manipur,Northeast,2025-01-01,e-3W,BYD,1190,447847,532937930
5572,29,Delhi,North,2025-01-01,e-4W,MG,239,1551601,370832639
5573,29,Delhi,North,2025-07-01,e-3W,Mahindra,265,429109,113713885
5574,11,Karnataka,South,2025-03-01,e-Truck,Ather,494,6036026,2981796844
5575,13,Madhya Pradesh,Central,2025-05-01,e-3W,BYD,476,426052,202800752
5576,11,Karnataka,South,2025-12-01,e-3W,Hyundai,1663,343041,570477183
5577,23,Tamil Nadu,South,2026-04-01,e-Truck,MG,725,2959702,2145783950
5578,14,Maharashtra,West,2026-07-01,e-Truck,Hero,1309,3712886,4860167774
5579,19,Odisha,East,2026-05-01,e-3W,Ola,1528,401516,613516448
5580,18,Nagaland,Northeast,2026-07-01,e-2W,Hero,1001,133350,133483350
5581,8,Haryana,North,2025-01-01,e-2W,Mahindra,1038,87563,90890394
5582,7,Gujarat,West,2025-12-01,e-Bus,Ola,1375,3534472,4859899000
5583,6,Goa,West,2025-01-01,e-2W,BYD,1208,71626,86524208
5584,2,Arunachal Pradesh,Northeast,2025-12-01,e-2W,BYD,1293,136095,175970835
5585,16,Meghalaya,Northeast,2025-04-01,e-2W,Ather,936,130289,121950504
5586,26,Uttar Pradesh,North,2025-11-01,e-2W,MG,219,97209,21288771
5587,25,Tripura,Northeast,2025-11-01,e-2W,MG,744,142302,105872688
5588,29,Delhi,North,2026-07-01,e-2W,Bajaj,524,126627,66352548
5589,15,Manipur,Northeast,2026-07-01,e-4W,Ola,979,1238057,1212057803
5590,24,Telangana,South,2026-04-01,e-4W,Ola,241,1565144,377199704
5591,21,Rajasthan,North,2025-01-01,e-2W,Ola,1640,122104,200250560
5592,22,Sikkim,Northeast,2025-12-01,e-3W,Hero,1049,385384,404267816
5593,30,Jammu and Kashmir,North,2026-08-01,e-2W,TVS,1608,119004,191358432
5594,21,Rajasthan,North,2025-10-01,e-4W,Hero,328,1848431,606285368
5595,20,Punjab,North,2026-08-01,e-3W,Ola,1749,428924,750188076
5596,12,Kerala,South,2025-07-01,e-Truck,BYD,641,1990477,1275895757
5597,9,Himachal Pradesh,North,2025-08-01,e-2W,Tata,1251,98460,123173460
5598,1,Andhra Pradesh,South,2025-12-01,e-2W,Ather,898,83731,75190438
5599,22,Sikkim,Northeast,2025-06-01,e-2W,Ola,1147,94278,108136866
5600,24,Telangana,South,2025-01-01,e-4W,TVS,1478,1452913,2147405414
